1|"January"|"None"||"None"|||||||||||"23394571"|"244626350"
5|"May"|"None"||"None"|||||||||||"23394571"|"244626354"
4|"April"|"None"||"None"|||||||||||"23394571"|"244626346"
2|"February"|"None"||"None"|||||||||||"23394571"|"244626349"
3|"March"|"None"||"None"|||||||||||"23394571"|"244626353"
7|"July"|"None"||"None"|||||||||||"23394571"|"244626351"
6|"June"|"None"||"None"|||||||||||"23394571"|"244626352"
9|"September"|"None"||"None"|||||||||||"23394571"|"244626357"
8|"August"|"None"||"None"|||||||||||"23394571"|"244626347"
10|"October"|"None"||"None"|||||||||||"23394571"|"244626356"
11|"November"|"None"||"None"|||||||||||"23394571"|"244626355"
12|"December"|"None"||"None"|||||||||||"23394571"|"244626348"
2|"February"||||||||||||||"23394572"|"244626361"
3|"March"||||||||||||||"23394572"|"244626365"
1|"January"||||||||||||||"23394572"|"244626362"
4|"April"||||||||||||||"23394572"|"244626358"
5|"May"||||||||||||||"23394572"|"244626366"
6|"June"||||||||||||||"23394572"|"244626364"
7|"July"||||||||||||||"23394572"|"244626363"
9|"September"||||||||||||||"23394572"|"244626369"
8|"August"||||||||||||||"23394572"|"244626359"
10|"October"||||||||||||||"23394572"|"244626368"
11|"November"||||||||||||||"23394572"|"244626367"
12|"December"||||||||||||||"23394572"|"244626360"
2|"February"||||||||||||||"23394573"|"244626373"
3|"March"||||||||||||||"23394573"|"244626377"
1|"January"||||||||||||||"23394573"|"244626374"
4|"April"||||||||||||||"23394573"|"244626370"
5|"May"||||||||||||||"23394573"|"244626378"
6|"June"||||||||||||||"23394573"|"244626376"
7|"July"||||||||||||||"23394573"|"244626375"
8|"August"||||||||||||||"23394573"|"244626371"
9|"September"||||||||||||||"23394573"|"244626381"
10|"October"||||||||||||||"23394573"|"244626380"
11|"November"||||||||||||||"23394573"|"244626379"
12|"December"||||||||||||||"23394573"|"244626372"
2|"February"||||||||||||||"23394574"|"244626385"
3|"March"||||||||||||||"23394574"|"244626389"
1|"January"||||||||||||||"23394574"|"244626386"
4|"April"||||||||||||||"23394574"|"244626382"
5|"May"||||||||||||||"23394574"|"244626390"
6|"June"||||||||||||||"23394574"|"244626388"
7|"July"||||||||||||||"23394574"|"244626387"
8|"August"||||||||||||||"23394574"|"244626383"
9|"September"||||||||||||||"23394574"|"244626393"
10|"October"||||||||||||||"23394574"|"244626392"
11|"November"||||||||||||||"23394574"|"244626391"
12|"December"||||||||||||||"23394574"|"244626384"
1|"January"|"None"||"None"|||||||||||"23394575"|"244626398"
5|"May"|"None"||"None"|||||||||||"23394575"|"244626402"
4|"April"|"None"||"None"|||||||||||"23394575"|"244626394"
3|"March"|"None"||"None"|||||||||||"23394575"|"244626401"
2|"February"|"None"||"None"|||||||||||"23394575"|"244626397"
7|"July"|"None"||"None"|||||||||||"23394575"|"244626399"
6|"June"|"None"||"None"|||||||||||"23394575"|"244626400"
9|"September"|"None"||"None"|||||||||||"23394575"|"244626405"
8|"August"|"None"||"None"|||||||||||"23394575"|"244626395"
11|"November"|"None"||"None"|||||||||||"23394575"|"244626403"
10|"October"|"None"||"None"|||||||||||"23394575"|"244626404"
12|"December"|"None"||"None"|||||||||||"23394575"|"244626396"
2|"February"||||||||||||||"23394576"|"244626409"
3|"March"||||||||||||||"23394576"|"244626413"
1|"January"||||||||||||||"23394576"|"244626410"
4|"April"||||||||||||||"23394576"|"244626406"
5|"May"||||||||||||||"23394576"|"244626414"
6|"June"||||||||||||||"23394576"|"244626412"
7|"July"||||||||||||||"23394576"|"244626411"
9|"September"||||||||||||||"23394576"|"244626417"
8|"August"||||||||||||||"23394576"|"244626407"
10|"October"||||||||||||||"23394576"|"244626416"
11|"November"||||||||||||||"23394576"|"244626415"
12|"December"||||||||||||||"23394576"|"244626408"
2|"February"||||||||||||||"23394577"|"244626421"
3|"March"||||||||||||||"23394577"|"244626425"
1|"January"||||||||||||||"23394577"|"244626422"
4|"April"||||||||||||||"23394577"|"244626418"
5|"May"||||||||||||||"23394577"|"244626426"
6|"June"||||||||||||||"23394577"|"244626424"
7|"July"||||||||||||||"23394577"|"244626423"
9|"September"||||||||||||||"23394577"|"244626429"
8|"August"||||||||||||||"23394577"|"244626419"
10|"October"||||||||||||||"23394577"|"244626428"
11|"November"||||||||||||||"23394577"|"244626427"
12|"December"||||||||||||||"23394577"|"244626420"
2|"February"||||||||||||||"23394578"|"244626433"
3|"March"||||||||||||||"23394578"|"244626437"
1|"January"||||||||||||||"23394578"|"244626434"
4|"April"||||||||||||||"23394578"|"244626430"
5|"May"||||||||||||||"23394578"|"244626438"
6|"June"||||||||||||||"23394578"|"244626436"
7|"July"||||||||||||||"23394578"|"244626435"
9|"September"||||||||||||||"23394578"|"244626441"
8|"August"||||||||||||||"23394578"|"244626431"
10|"October"||||||||||||||"23394578"|"244626440"
11|"November"||||||||||||||"23394578"|"244626439"
12|"December"||||||||||||||"23394578"|"244626432"
4|"April"|"None"||"None"|||||||||||"23394648"|"244627266"
3|"March"|"None"||"None"|||||||||||"23394648"|"244627261"
2|"February"|"None"||"None"|||||||||||"23394648"|"244627269"
1|"January"|"None"||"None"|||||||||||"23394648"|"244627258"
5|"May"|"None"||"None"|||||||||||"23394648"|"244627262"
7|"July"|"None"||"None"|||||||||||"23394648"|"244627259"
6|"June"|"None"||"None"|||||||||||"23394648"|"244627260"
9|"September"|"None"||"None"|||||||||||"23394648"|"244627265"
8|"August"|"None"||"None"|||||||||||"23394648"|"244627267"
11|"November"|"None"||"None"|||||||||||"23394648"|"244627263"
10|"October"|"None"||"None"|||||||||||"23394648"|"244627264"
12|"December"|"None"||"None"|||||||||||"23394648"|"244627268"
1|"January"||||||||||||||"23394649"|"244627274"
2|"February"||||||||||||||"23394649"|"244627273"
3|"March"||||||||||||||"23394649"|"244627277"
4|"April"||||||||||||||"23394649"|"244627270"
5|"May"||||||||||||||"23394649"|"244627278"
6|"June"||||||||||||||"23394649"|"244627276"
7|"July"||||||||||||||"23394649"|"244627275"
8|"August"||||||||||||||"23394649"|"244627271"
9|"September"||||||||||||||"23394649"|"244627281"
10|"October"||||||||||||||"23394649"|"244627280"
11|"November"||||||||||||||"23394649"|"244627279"
12|"December"||||||||||||||"23394649"|"244627272"
1|"January"||||||||||||||"23394650"|"244627286"
2|"February"||||||||||||||"23394650"|"244627285"
3|"March"||||||||||||||"23394650"|"244627289"
4|"April"||||||||||||||"23394650"|"244627282"
5|"May"||||||||||||||"23394650"|"244627290"
6|"June"||||||||||||||"23394650"|"244627288"
7|"July"||||||||||||||"23394650"|"244627287"
8|"August"||||||||||||||"23394650"|"244627283"
9|"September"||||||||||||||"23394650"|"244627293"
10|"October"||||||||||||||"23394650"|"244627292"
11|"November"||||||||||||||"23394650"|"244627291"
12|"December"||||||||||||||"23394650"|"244627284"
2|"February"||||||||||||||"23394579"|"244626445"
3|"March"||||||||||||||"23394579"|"244626449"
1|"January"||||||||||||||"23394579"|"244626446"
4|"April"||||||||||||||"23394579"|"244626442"
5|"May"||||||||||||||"23394579"|"244626450"
6|"June"||||||||||||||"23394579"|"244626448"
7|"July"||||||||||||||"23394579"|"244626447"
8|"August"||||||||||||||"23394579"|"244626443"
9|"September"||||||||||||||"23394579"|"244626453"
10|"October"||||||||||||||"23394579"|"244626452"
11|"November"||||||||||||||"23394579"|"244626451"
12|"December"||||||||||||||"23394579"|"244626444"
1|"January"|"None"||"None"|||||||||||"23394580"|"244626458"
5|"May"|"None"||"None"|||||||||||"23394580"|"244626462"
4|"April"|"None"||"None"|||||||||||"23394580"|"244626454"
2|"February"|"None"||"None"|||||||||||"23394580"|"244626457"
3|"March"|"None"||"None"|||||||||||"23394580"|"244626461"
7|"July"|"None"||"None"|||||||||||"23394580"|"244626459"
6|"June"|"None"||"None"|||||||||||"23394580"|"244626460"
9|"September"|"None"||"None"|||||||||||"23394580"|"244626465"
8|"August"|"None"||"None"|||||||||||"23394580"|"244626455"
11|"November"|"None"||"None"|||||||||||"23394580"|"244626463"
10|"October"|"None"||"None"|||||||||||"23394580"|"244626464"
12|"December"|"None"||"None"|||||||||||"23394580"|"244626456"
3|"March"||||||||||||||"23394581"|"244626473"
2|"February"||||||||||||||"23394581"|"244626469"
1|"January"||||||||||||||"23394581"|"244626470"
4|"April"||||||||||||||"23394581"|"244626466"
5|"May"||||||||||||||"23394581"|"244626474"
6|"June"||||||||||||||"23394581"|"244626472"
7|"July"||||||||||||||"23394581"|"244626471"
8|"August"||||||||||||||"23394581"|"244626467"
9|"September"||||||||||||||"23394581"|"244626477"
10|"October"||||||||||||||"23394581"|"244626476"
11|"November"||||||||||||||"23394581"|"244626475"
12|"December"||||||||||||||"23394581"|"244626468"
5|"May"||||||||||||||"23394651"|"244627298"
6|"June"||||||||||||||"23394651"|"244627299"
7|"July"||||||||||||||"23394651"|"244627300"
8|"August"||||||||||||||"23394651"|"244627301"
9|"September"||||||||||||||"23394651"|"244627302"
10|"October"||||||||||||||"23394651"|"244627303"
11|"November"||||||||||||||"23394651"|"244627304"
1|"January"|"Rare"|||||||||||||"23394651"|"244627294"
2|"February"|"Rare"|||||||||||||"23394651"|"244627295"
12|"December"|"Rare"|||||||||||||"23394651"|"244627305"
3|"March"|"Rare"|||||||||||||"23394651"|"244627296"
4|"April"|"Rare"|||||||||||||"23394651"|"244627297"
5|"May"||||||||||||||"23394652"|"244627309"
6|"June"||||||||||||||"23394652"|"244627308"
7|"July"||||||||||||||"23394652"|"244627307"
8|"August"||||||||||||||"23394652"|"244627306"
9|"September"||||||||||||||"23394652"|"244627312"
10|"October"||||||||||||||"23394652"|"244627311"
11|"November"||||||||||||||"23394652"|"244627310"
1|"January"|"Occasional"|"Long (7 to 30 days)"||||||||||||"23394652"|"244627313"
3|"March"|"Occasional"|"Long (7 to 30 days)"||||||||||||"23394652"|"244627316"
2|"February"|"Occasional"|"Long (7 to 30 days)"||||||||||||"23394652"|"244627314"
12|"December"|"Occasional"|"Long (7 to 30 days)"||||||||||||"23394652"|"244627317"
4|"April"|"Occasional"|"Long (7 to 30 days)"||||||||||||"23394652"|"244627315"
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626481"
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626482"
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626480"
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626483"
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626478"
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394582"|"244626479"
10|"October"|||"None"|||||||||||"23394582"|"244626488"
11|"November"|||"None"|||||||||||"23394582"|"244626489"
9|"September"|||"None"|||||||||||"23394582"|"244626487"
8|"August"|||"None"|||||||||||"23394582"|"244626486"
