11/03/2014 00:00:00|"Nontechnical description"|"PHG"|"Pasture"|"Amy silt loam, 0 to 1% slopes is faired to be well suitable for pasture usage."|"565443"|"2592569"
07/20/2015 00:00:00|"Miscellaneous notes"|"evaluation"|"attribute"|"Evaluation of the map unit (subcategory attribute)
PROJECT NAME: SDJR  MLRA 133B- Amy silt loam, 0 to 1 percent slopes
List of Map Units in Project: with area info and musyms with SDJR unit included
Use the region 9 report Project MU Info QC QA Symbols, Dmudesc, Acres, html REAL (need to edit this report to output in a text only format and do not need the project name in report)
Natmusym 	Ssarea: Musym 	Muname 	Dmudesc 	Muacres 
2s1z6	9-PNB: AmA	Amy silt loam, 0 to 1 percent slopes	MLRA 133B - Amy silt loam, 0 to 1 percent slopes	
lyzp	AR003: 1	Amy silt loam, 0 to 1 percent slopes	003001	21,108
lz98	AR027: 2	Amy silt loam, 0 to 1 percent slopes	027002	7,711
lzd3	AR043: Ae	Amy silt loam	043Ae	48,411
m00m	AR103: Am	Amy silt loam	103Am	42,714
m04b	AR119: Am	Amy silt loam	119Am	7,350
m06d	AR125: 2	Amy silt loam	125002	10,872
m06y	AR125: 4	Amy soils	125004	3,416
lyky	AR620: 1	Amy silt loam	620001	116,753
lyr9	AR660: 1	Amy silt loam	660001	18,276
lytp	AR670: 3	Amy silt loam, 0 to 1 percent slopes	670003	657
		AR011: CT   Caddo and Tickfaw silt loams (amy, amy) 011CT 40025
		AR011: Mb   Myatt silt loams (amy)  011Mb 42790
Summary of Published Manuscript Map Unit Descriptions 
(Summarize findings from map unit description in surveys. Main items that need to be summarized are: composition and minor components, landscape, landform and positions of major and minor components, erosion hazards, and major land use. This is not an all-inclusive list and other items should be added as needed. Input of all items must be kept in a format that will transfer to plain text without a loss of intended organization. Delete this paragraph and use headings listed below)
Composition:
Amy soils are 85 percent of the map unit based on map unit descriptions in the manuscripts and NASIS data population.
Minor Components:
 Leadvale, Pheba, and Aquults, are the minor components listed in the manuscripts and NASIS. Percentages for individual minor components were not listed in the manuscript. Minor components were not named in some surveys.  All of this data will be used to assign estimated percentages to the mlra mapunit components.
Landscape, Landform and Positions for Components:
Amy:       Landform: Stream Terraces
                Landscape: valleys
Aquults:  Landform: Depressions
	  Landscape: Coastal Plains
Leadvale: Landform: Terraces
                  Landscape: Uplands
Pheba:     Landform: interfluves
                 Landscape: Coastal Plains

Major Land Uses:
About 95 percent Woodlands, 4 percent cropland and less than 1 percent Urbanland
Additional items

Describe Differences Between MLRA Map Unit and Map Units Being Harmonized:
Describe the differences between map units and the harmonized unit
Very little inconsistencies exist in the populated horizon data. The main differences are in the MAP, MAAT. The unit is mapped in an area with tight temperature and moisture gradients. 
The runoff, drainage classes, and component soil moisture tables do not match, and therefore neither do the soil interpretations that use these properties and qualities.

Lab Data:
(List pedon IDs, if there is no lab data or lab data is inadequate, identify the need for a future mlra update project)
KSSL  No KSSL Lab Data for Amy Series One pedon sampled in TX297. S95TX297000
University -  University of Arkansas Lab
Local  Fourteen pedons with local lab data exist. 

Pedon Data in NASIS:
(Statement of the amount and distribution of pedon data. Give numbers of pedons and transects, not a list of pedon IDs. If the distribution of pedon data is unrepresentative of the map unit range, say so. For example:)
There are no known transect data associated with this project. There are 15 pedons currently in NASIS of the Amy series.

Other Attribute Issues:
	Costal Plain Soil
	Established in Pulaski County, Arkansas
	Hydric Soil
	Mainly found in Arkansas
	Formed during the Pleistocence Era

Future Project Needs: 
	Gather Transect/Pedon Data of Amy silt loam, 0 to 1 percent slopes to get an accurate assessment of the mapunit composition.
	Sample Amy to send to Lincoln for KSSL Data
	Develop Monolith of Amy for Display and Educational Purposes

	Evaluate and Ground Truth Amy silt loam, 0 to 1 percent slopes delineations that cross multiple counties
Evaluation of map unit interpretations (subcategory interpretation)

Interpretation Join Issues:
No major interpretation issues are associated with the harmonizing of Amy silt loam, 0 to 1 percent slopes

Evaluation of the map unit delineations (subcategory spatial)

Join Issues:

Spatial Data Quality: 
(If any are known, just make a statement about which counties have spatial data problems prompted by answering the questions at the bottom.  Such as map units that may be combined with this unit or extent is too large and needs to be refined. Also certain areas may need to be changed to a different series or split into two map units. Example:)
Slope Analysis: 
No spatial analysis was conducted.
Future Project Needs:
Some extensive revision of soil survey delineations is needed and the correction over the map unit extent of any glaring cartographic errors.



"|"565443"|"2592580"
08/20/2015 00:00:00|"Map unit description"|"map unit concept"||"Map unit name: Amy silt loam, 0 to 1 percent slopes

Map Unit Setting

Major land resource area: Not specified
Landscape: Valleys
Elevation: 49.2 to 249 feet (15.0 to 76.0 meters)
Mean annual precipitation: 38 to 61 inches (975 to 1544 millimeters)
Mean annual air temperature: 48 to 73 degrees F (9 to 23 degrees C)
Frost-free period: 220 to 260 days
Interpretive focus: Not specified
Order of mapping: 2

Composition estimates

Major components:
Amy and similar soils: 85 percent
Minor components: 15 percent

Estimates are based on observations, descriptions, and or transects of the mapunit

Major Component Descriptions

Description of Amy soils

Amy soils
Percent of map unit: 85 percent
Parent material and geology: Pleistocene Era silty alluvium derived from sedimentary rock
Landforms: Stream terraces

Typical Profile

Oi--0 to 1 inches; black
A--1 to 6 inches; brown silt loam; strongly acid
Eg--6 to 12 inches; gray silt loam, with strong brown masses of oxidized iron; very strongly acid
Btg1--12 to 20 inches; gray silt loam, with yellowish red masses of oxidized iron; very strongly acid
Btg2--20 to 40 inches; gray silty clay loam, with strong brown masses of oxidized iron; very strongly acid
Btg3--40 to 54 inches; gray silty clay loam, with brown masses of oxidized iron; very strongly acid
C--54 to 72 inches; light gray silty clay loam, with yellowish red masses of oxidized iron; very strongly acid

Properties and Qualities

Slope: 0 to 1 percent
Percent of area covered by surface fragments: None specified
Depth range to first water and root restrictive layer: No restrictive layer
Slowest soil permeability to 60 inches, above first water and root restrictive layer: Slow (0.06 to 0.2 in/hr)
Slowest permeability from first water and root restrictive layer to 60 inches: No restrictive layer, so the results above are the most restrictive class
Representative total available water capacity to 60 inches: High (About 10.2 inches)
Natural drainage class: Poorly drained
Runoff class: Low
Flooding frequency: None
Shrink-swell potential, weighted average of representative value linear extensibility percentage (LEP) in 10 to 60 inches: Low. (2.0 LEP)

Interpretive Groups

Land capability subclass, nonirrigated: 5w
Land capability subclass, irrigated: None specified
Ecological site name: None specified
Ecological site number: None specified
Typical vegetation: switchgrass, bluestem, beaked panicum, other  shrubs, slender woodoats, velvet panicum, flatsedge, other perennial forbs, panicum, sedge, slender woodoats

Minor Component Descriptions

Aquults soils
Percent of map unit: 5 percent
Parent material and geology: Pleistocene era silty alluvium derived from sedimentary rock
Landforms: Depressions
Down-slope shape: Concave
Across-slope shape: Convex
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Leadvale soils
Percent of map unit: 5 percent
Parent material and geology: silty alluvium derived from shale and siltstone
Landforms: Terraces
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Pheba soils
Percent of map unit: 5 percent
Parent material and geology: loamy marine deposits derived from sedimentary rock
Landforms: Interfluves
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Use and Managment: 

"|"565443"|"2592581"
05/07/2018 00:00:00|"Miscellaneous notes"|||"In the transition areas between MLRA 113B (Western Coastal Plains) and MLRA 119 Ouachita Mountains, the Leadvale soil can be found in areas of Amy soils."|"565443"|"2592602"
08/09/2005 00:00:00|"Miscellaneous notes"|"NONTECH - WQL"|"075"|"These soils have an moderate surface runoff potential and a low leaching index. Nutrient movement to surface waters could be a hazard on these soils. In addition to management practices such as soil tests and proper application rates, a system of practices that reduces runoff and erosion should be planned on these soils."|"565443"|"2592603"
|"Miscellaneous notes"|"NONTECH - WOO"|"004"|"These soils have moderately high potential for production of commercial wood products. Common trees grown on these soils include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and water oak. Loblolly pine has potential to produce 123 to 133 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness. Seedling mortality may be 25 to 50 percent due to wetness on these soils. (Woodland Ordination Symbol - 9W)"|"565443"|"2592604"
|"Miscellaneous notes"|"NONTECH - AGR"|"014"|"This soil is moderately suited to cultivated crops, and pasture and hayland. Wetness commonly delays farming operations several days after a rain and surface drains are needed. Wetness may also limit grazing during the winter and early spring on areas which are in pasture. Suitable crops include soybeans and grain sorghum. Winter small grains may also be grown on areas with adequate surface drainage. Adapted pasure plants include bermudagrass and tall fescue."|"565443"|"2592605"
|"Nontechnical description"|"PNG/HYG"||"Amy silt loam, 0 to 1 percent, frequently flooded is moderately suitable for hayland and pasture land groups."|"565444"|"2592536"
08/31/2015 00:00:00|"Miscellaneous notes"|"evaluation"||"Evaluation of the map unit (subcategory attribute)
PROJECT NAME: SDJR  MLRA 133B- Amy silt loam, 0 to 1 percent slopes
List of Map Units in Project: with area info and musyms with SDJR unit included
Use the region 9 report Project MU Info QC QA Symbols, Dmudesc, Acres, html REAL (need to edit this report to output in a text only format and do not need the project name in report)
Natmusym Ssarea: Musym 	Muname 	Dmudesc 	Muacres 
2s1z7	9-PNB: Af	Amy silt loam, 0 to 1 percent slopes, frequently flooded	MLRA 133B - Amy silt loam, 0 to 1 percent slopes, frequently flooded	
lzd4	AR043: Af	Amy silt loam, frequently flooded	043Af	31,107
m04c	AR119: Ao	Amy silt loam, frequently flooded	119Ao	12,031
m06r	AR125: 3	Amy silt loam, frequently flooded	125003	25,382
lyrn	AR660: 2	Amy soils frequently flooded	660002	12,733
lyv1	AR670: 4	Amy silt loam, frequently flooded	670004	22,912
Summary of Published Manuscript Map Unit Descriptions 
Composition:
Amy soils are 90 percent of the map unit based on map unit descriptions in the manuscripts and NASIS data population.
Minor Components:
 , Ouachita, and Aquults, are the minor components listed in the manuscripts and NASIS. Percentages for individual minor components were not listed in the manuscript. Minor components were not named in some surveys.  All of this data will be used to assign estimated percentages to the mlra mapunit components.
Landscape, Landform and Positions for Components:
Amy:      Landform: Stream Terraces
          Landscape: valleys
Aquults:  Landform: Depressions
	      Landscape: Coastal Plains
Ouachita: Landform: Flood Plains
          Landscape: Coastal Plains
Major Land Uses:
About 95 percent Woodlands, 4 percent cropland and less than 1 percent Urbanland
Additional items

Describe Differences Between MLRA Map Unit and Map Units Being Harmonized:
Describe the differences between map units and the harmonized unit
Very little inconsistencies exist in the populated horizon data. 

Lab Data:
(List pedon IDs, if there is no lab data or lab data is inadequate, identify the need for a future mlra update project)
KSSL  No KSSL Lab Data for Amy Series 
University -  University of Arkansas Lab: Pedon No. S67AR-052-001
Local   

Pedon Data in NASIS:
There are no known transect data associated with this project. There are 15 pedons currently in NASIS of the Amy series.

Other Attribute Issues:
	Costal Plain Soil
	Established in Ouachita County, Arkansas
	Hydric Soil
	Mainly found in Arkansas
	Formed during the Pleistocence Era

Future Project Needs: 
	Gather Transect/Pedon Data of Amy silt loam, 0 to 1, frequently flooded percent slopes to get an accurate assessment of the mapunit composition.
	Sample Amy to send to Lincoln for KSSL Data
	Develop Monolith of Amy for Display and Educational Purposes

	Evaluate and Ground Truth Amy silt loam, 0 to 1 percent slopes, frequently flooded delineations that cross multiple counties
Evaluation of map unit interpretations (subcategory interpretation)

Interpretation Join Issues:
No major interpretation issues are associated with the harmonizing of Amy silt loam, 0 to 1 percent slopes, frequently flooded

Evaluation of the map unit delineations (subcategory spatial)

Join Issues:

Spatial Data Quality: 

Join Statement: Amy silt loam, 0 to 1 % slopes frequently flooded borders 8 counties in the 9-PNB that currently do not have this mapunit in its survey.

Slope Analysis: 
No spatial analysis was conducted.
Future Project Needs:
Some extensive revision of soil survey delineations is needed and the correction over the map unit extent of any glaring cartographic errors.



"|"565444"|"2592575"
07/09/2015 00:00:00|"Map unit description"|"map unit concept"||"Edited, 07/21/2015          

Mapunit concept notes and issues:  USE THIS REPORT ONLY AS AN ANALYSIS TOOL to compare mapunit descriptions in Published Soil Surveys to the mapunit descriptions generated from NASIS.  REPLACE ALL OF THE TEXT in 'Mapunit concept notes and issues:' WITH YOUR OWN CONCISE FREE FORM TEXT BASED ON THIS ANALYSIS.  After analysis, the 'Map unit concept notes and issues' is placed in mapunit text in NASIS, and completes the development of the MLRA map unit and documents the mapunit concept as required by the NSSH. This free-form text explains issues discovered when moving the historical county map unit phase concepts into the new MLRA map unit concept documented in NASIS.  It should be concise with correct spelling and proper grammar.  This section explains any significant issues and or unresolved issues discovered while creating the mlra map unit for a project and describes the methods used to create the mapunit concept documented in mapunit composition in the mlra mapunit for the completed project.  Provide additional details from your analysis, experience, and tacit knowledge about the map unit concept, that this NASIS report cannot provide.  You should describe the basis for populating the map unit composition(such as former NASIS population, manuscript MUDS, and or transects, to determine future project documentation needs.  Provide a list of all pertinent issues related to the mapunit concept, that need to be addressed in a future project. Identify any flaws in the mapunit concept related to the accuracy of delineations(spatial issues) and identify spatial areas that should be field verified.  Provide any notes on landform position or geology, that are not already in the geomorphic information for major and minor components.  Map unit concept notes created are to be entered in the map unit text table using: Kind = map unit description, Category = map unit concept, Subcategory= (Leave it Null).

Map Unit Description for Mapunit Concept Analysis:
The description and data in this report below are historical information that documents the mapunit concept description the last time it was updated.  The information in this report below should not be used for any official use of soil information except as an archived description of the concept of the soil map unit.

Map unit name: Amy silt loam, 0 to 1 percent slopes, frequently flooded

Map Unit Setting

Major land resource area: Not specified
Landscape: Coastal plains
Elevation: 49.2 to 249 feet (15.0 to 76.0 meters)
Mean annual precipitation: 38 to 61 inches (975 to 1544 millimeters)
Mean annual air temperature: 49 to 73 degrees F (9 to 23 degrees C)
Frost-free period: 220 to 260 days
Interpretive focus: Not specified
Order of mapping: 2

Composition estimates

Major components:
Amy and similar soils: 90 percent
Minor components: 10 percent

Estimates are based on observations, descriptions, and or transects of the mapunit

Major Component Descriptions

Description of Amy soils

Amy soils
Percent of map unit: 90 percent
Parent material and geology: Pleistocence Era silty alluvium derived from sedimentary rock
Landforms: Flood plains

Typical Profile

Oi--0 to 1 inches; black
A--1 to 6 inches; brown silt loam; strongly acid
Eg--6 to 12 inches; gray silt loam, with strong brown masses of oxidized iron; very strongly acid
Btg1--12 to 20 inches; gray silt loam, with yellowish red masses of oxidized iron; very strongly acid
Btg2--20 to 40 inches; gray silty clay loam, with strong brown masses of oxidized iron; very strongly acid
Btg3--40 to 54 inches; gray silty clay loam, with brown masses of oxidized iron; very strongly acid
C--54 to 72 inches; light gray silty clay loam, with yellowish red masses of oxidized iron; very strongly acid

Properties and Qualities

Slope: 0 to 1 percent
Percent of area covered by surface fragments: None specified
Depth range to first water and root restrictive layer: No restrictive layer
Slowest soil permeability to 60 inches, above first water and root restrictive layer: Slow (0.06 to 0.2 in/hr)
Slowest permeability from first water and root restrictive layer to 60 inches: No restrictive layer, so the results above are the most restrictive class
Representative total available water capacity to 60 inches: High (About 10.2 inches)
Natural drainage class: Poorly drained
Runoff class: Low
Flooding frequency: Frequent
Shrink-swell potential, weighted average of representative value linear extensibility percentage (LEP) in 10 to 60 inches: Low. (1.5 LEP)

Interpretive Groups

Land capability subclass, nonirrigated: 5w
Land capability subclass, irrigated: None specified
Ecological site name: None specified
Ecological site number: None specified
Typical vegetation: switchgrass, bluestem, beaked panicum, other  shrubs, slender woodoats, velvet panicum, flatsedge, other perennial forbs, panicum, sedge, slender woodoats

Minor Component Descriptions

Aquults soils
Percent of map unit: 5 percent
Parent material and geology: Pleistocence Era silty alluvium derived from sedimentary rock
Landforms: Depressions
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Ouachita soils
Percent of map unit: 5 percent
Parent material and geology: Pleistocence Era loamy alluvium derived from sedimentary rock
Landforms: Flood plains
Down-slope shape: Linear
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Use and Managment: 

"|"565444"|"2592589"
05/06/2005 00:00:00|"Miscellaneous notes"|"NONTECH - WQL"|"071"|"These soils have a severe surface runoff potential, due to frequent flooding, and a low leaching index. Nutrient movement to surface waters is a hazard on these soils. Nutrient management practices that exclude the application of nutrients during periods when flood risk is high should be planned on these soils."|"565444"|"2592606"
