0|2|3|"Chert fragments"|2|4|5|"Nonflat"|"Rounded"|"Indurated"|"69342814"|"119540605"
0|2|3|"Chert fragments"|5|40|75|"Nonflat"|"Rounded"|"Indurated"|"69342814"|"119540606"
0|2|3||2|4|5||||"69342729"|"119540571"
0|3|6||2|4|5||||"69342803"|"119540596"
0|2|3||5|40|75||||"69342803"|"119540597"
0|5|14||2|4|5||||"69342708"|"119540543"
0|5|14||5|40|75||||"69342708"|"119540544"
0|0|9|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"noncoherent"|"69342730"|"119540572"
50|65|70|"Quartz fragments"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|"69342844"|"119540633"
0|3|6|"Quartz fragments"|75|162|250|"Nonflat"|"Subrounded"|"Indurated"|"69342844"|"119540634"
0|12|17|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|"69342844"|"119540635"
0|2|3||2|4|5||||"69342792"|"119540583"
0|2|3||2|4|5||||"69342734"|"119540576"
0|2|3||2|4|5||||"69342733"|"119540575"
0|3|6||2|4|5||||"69342722"|"119540561"
0|1|1||5|40|75||||"69342722"|"119540562"
0|5|9||2|4|5||||"69342796"|"119540590"
0|5|9||5|40|75||||"69342796"|"119540591"
0|2|3||2|4|5||||"69342737"|"119540579"
0|0|9|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"noncoherent"|"69342811"|"119540601"
0|2|3||2|4|5||||"69342726"|"119540568"
0|5|9||2|4|5||||"69342711"|"119540549"
0|5|9||5|40|75||||"69342711"|"119540550"
0|5|9||2|4|5||||"69342715"|"119540557"
0|5|9||5|40|75||||"69342715"|"119540558"
0|7|28||2|4|5||||"69342837"|"119540621"
13|25|40||5|40|75||||"69342837"|"119540622"
0|2|6||75|162|250||||"69342837"|"119540623"
0|5|14||2|4|5||||"69342710"|"119540547"
0|5|14||5|40|75||||"69342710"|"119540548"
0|10|40||2|4|5||||"69342836"|"119540617"
9|19|48||5|40|75||||"69342836"|"119540618"
0|3|9||75|162|250||||"69342836"|"119540619"
0|2|3||250|625|1000||||"69342836"|"119540620"
0|4|8|"Carbonate concretions"|2|4|5|"Nonflat"|"Rounded"|"Moderately coherent"|"69342743"|"119540580"
0|3|6|"Carbonate concretions"|5|40|75|"Nonflat"|"Rounded"|"Moderately coherent"|"69342743"|"119540581"
0|6|11|"Chert fragments"|2|4|5|"Nonflat"|"Rounded"|"Indurated"|"69342815"|"119540607"
0|3|6|"Chert fragments"|5|40|75|"Nonflat"|"Rounded"|"Indurated"|"69342815"|"119540608"
0|3|6||2|4|5||||"69342721"|"119540559"
0|1|1||5|40|75||||"69342721"|"119540560"
0|3|6|"Chert fragments"|2|4|5|"Nonflat"|"Rounded"|"Indurated"|"69342816"|"119540609"
0|2|3|"Chert fragments"|5|40|75|"Nonflat"|"Rounded"|"Indurated"|"69342816"|"119540610"
5|10|28|"Quartz fragments"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|"69342845"|"119540636"
0|2|3|"Quartz fragments"|75|162|250|"Nonflat"|"Subrounded"|"Indurated"|"69342845"|"119540637"
0|3|17|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|"69342845"|"119540638"
0|0|9|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"noncoherent"|"69342731"|"119540573"
0|0|9|"Quartz fragments"|2|4|5|"Nonflat"|"Subrounded"|"noncoherent"|"69342732"|"119540574"
0|5|14||2|4|5||||"69342712"|"119540551"
0|5|14||5|40|75||||"69342712"|"119540552"
