"Aquic"|"21852145"|"8791127"
"Aquic"|"21852146"|"8791128"
"Aquic"|"21852173"|"8791149"
"Udic"|"21852175"|"8791150"
"Udic"|"21852150"|"8791132"
"Aquic"|"21852178"|"8791151"
"Aquic"|"21852179"|"8791152"
"Udic"|"21852126"|"8791116"
"Udic"|"21852158"|"8791138"
"Udic"|"21852127"|"8791117"
"Udic"|"21852160"|"8791139"
"Udic"|"21852162"|"8791140"
"Aquic"|"21852134"|"8791123"
"Udic"|"21852187"|"8791155"
"Aquic"|"21852188"|"8791156"
"Aquic"|"21852170"|"8791146"
"Aquic"|"21852171"|"8791147"
"Aquic"|"21852136"|"8791124"
"Udic"|"21852164"|"8791141"
"Udic"|"21852129"|"8791118"
"Aquic"|"21852131"|"8791120"
"Aquic"|"21852132"|"8791121"
"Aquic"|"21852133"|"8791122"
"Aquic"|"21852166"|"8791142"
"Aquic"|"21852167"|"8791143"
"Aquic"|"21852168"|"8791144"
"Aquic"|"21852169"|"8791145"
"Aquic"|"21852189"|"8791157"
"Aquic"|"21852190"|"8791158"
"Aquic"|"21852147"|"8791129"
"Aquic"|"21852148"|"8791130"
"Aquic"|"21852149"|"8791131"
"Aquic"|"21852183"|"8791153"
"Aquic"|"21852185"|"8791154"
"Udic"|"21852154"|"8791134"
"Udic"|"21852172"|"8791148"
"Udic"|"21852152"|"8791133"
"Udic"|"21852130"|"8791119"
"Aquic"|"21852155"|"8791135"
"Udic"|"21852156"|"8791136"
"Aquic"|"21852157"|"8791137"
"Aquic"|"21852138"|"8791125"
"Aquic"|"21852142"|"8791126"
