12|"December"|||"None"|||||||||||"23386870"|"244538616"
11|"November"|||"None"|||||||||||"23386870"|"244538623"
10|"October"|||"None"|||||||||||"23386870"|"244538624"
9|"September"|||"None"|||||||||||"23386870"|"244538625"
8|"August"|||"None"|||||||||||"23386870"|"244538615"
7|"July"|||"None"|||||||||||"23386870"|"244538619"
6|"June"|||"None"|||||||||||"23386870"|"244538620"
5|"May"|||"None"|||||||||||"23386870"|"244538622"
1|"January"|||"None"|||||||||||"23386870"|"244538618"
4|"April"|||"None"|||||||||||"23386870"|"244538614"
3|"March"|||"None"|||||||||||"23386870"|"244538621"
2|"February"|||"None"|||||||||||"23386870"|"244538617"
2|"February"||||||||||||||"23386869"|"244538605"
3|"March"||||||||||||||"23386869"|"244538609"
4|"April"||||||||||||||"23386869"|"244538602"
1|"January"||||||||||||||"23386869"|"244538606"
5|"May"||||||||||||||"23386869"|"244538610"
6|"June"||||||||||||||"23386869"|"244538608"
7|"July"||||||||||||||"23386869"|"244538607"
8|"August"||||||||||||||"23386869"|"244538603"
9|"September"||||||||||||||"23386869"|"244538613"
10|"October"||||||||||||||"23386869"|"244538612"
12|"December"||||||||||||||"23386869"|"244538604"
11|"November"||||||||||||||"23386869"|"244538611"
12|"December"|"None"||"None"|||||||||||"23386868"|"244538592"
11|"November"|"None"||"None"|||||||||||"23386868"|"244538599"
10|"October"|"None"||"None"|||||||||||"23386868"|"244538600"
9|"September"|"None"||"None"|||||||||||"23386868"|"244538601"
8|"August"|"None"||"None"|||||||||||"23386868"|"244538591"
7|"July"|"None"||"None"|||||||||||"23386868"|"244538595"
6|"June"|"None"||"None"|||||||||||"23386868"|"244538596"
5|"May"|"None"||"None"|||||||||||"23386868"|"244538598"
4|"April"|"None"||"None"|||||||||||"23386868"|"244538590"
3|"March"|"None"||"None"|||||||||||"23386868"|"244538597"
2|"February"|"None"||"None"|||||||||||"23386868"|"244538593"
1|"January"|"None"||"None"|||||||||||"23386868"|"244538594"
1|"January"||||||||||||||"23386867"|"244538585"
2|"February"||||||||||||||"23386867"|"244538584"
3|"March"||||||||||||||"23386867"|"244538588"
4|"April"||||||||||||||"23386867"|"244538581"
5|"May"||||||||||||||"23386867"|"244538589"
6|"June"||||||||||||||"23386867"|"244538587"
7|"July"||||||||||||||"23386867"|"244538586"
8|"August"||||||||||||||"23386867"|"244538582"
9|"September"||||||||||||||"23386867"|"244538580"
10|"October"||||||||||||||"23386867"|"244538579"
11|"November"||||||||||||||"23386867"|"244538578"
12|"December"||||||||||||||"23386867"|"244538583"
1|"January"||||||||||||||"23386866"|"244538570"
2|"February"||||||||||||||"23386866"|"244538569"
3|"March"||||||||||||||"23386866"|"244538573"
4|"April"||||||||||||||"23386866"|"244538566"
5|"May"||||||||||||||"23386866"|"244538574"
6|"June"||||||||||||||"23386866"|"244538572"
7|"July"||||||||||||||"23386866"|"244538571"
8|"August"||||||||||||||"23386866"|"244538567"
9|"September"||||||||||||||"23386866"|"244538577"
10|"October"||||||||||||||"23386866"|"244538576"
11|"November"||||||||||||||"23386866"|"244538575"
12|"December"||||||||||||||"23386866"|"244538568"
1|"January"||||||||||||||"23386865"|"244538558"
2|"February"||||||||||||||"23386865"|"244538557"
3|"March"||||||||||||||"23386865"|"244538561"
4|"April"||||||||||||||"23386865"|"244538554"
5|"May"||||||||||||||"23386865"|"244538562"
6|"June"||||||||||||||"23386865"|"244538560"
7|"July"||||||||||||||"23386865"|"244538559"
8|"August"||||||||||||||"23386865"|"244538555"
9|"September"||||||||||||||"23386865"|"244538565"
10|"October"||||||||||||||"23386865"|"244538564"
11|"November"||||||||||||||"23386865"|"244538563"
12|"December"||||||||||||||"23386865"|"244538556"
12|"December"|"None"||"None"|||||||||||"23386864"|"244538550"
11|"November"|"None"||"None"|||||||||||"23386864"|"244538545"
10|"October"|"None"||"None"|||||||||||"23386864"|"244538546"
9|"September"|"None"||"None"|||||||||||"23386864"|"244538547"
8|"August"|"None"||"None"|||||||||||"23386864"|"244538549"
7|"July"|"None"||"None"|||||||||||"23386864"|"244538553"
6|"June"|"None"||"None"|||||||||||"23386864"|"244538542"
5|"May"|"None"||"None"|||||||||||"23386864"|"244538544"
4|"April"|"None"||"None"|||||||||||"23386864"|"244538548"
3|"March"|"None"||"None"|||||||||||"23386864"|"244538543"
2|"February"|"None"||"None"|||||||||||"23386864"|"244538551"
1|"January"|"None"||"None"|||||||||||"23386864"|"244538552"
12|"December"|"None"||"None"|||||||||||"23386841"|"244538268"
11|"November"|"None"||"None"|||||||||||"23386841"|"244538275"
10|"October"|"None"||"None"|||||||||||"23386841"|"244538276"
9|"September"|"None"||"None"|||||||||||"23386841"|"244538277"
8|"August"|"None"||"None"|||||||||||"23386841"|"244538267"
7|"July"|"None"||"None"|||||||||||"23386841"|"244538271"
6|"June"|"None"||"None"|||||||||||"23386841"|"244538272"
5|"May"|"None"||"None"|||||||||||"23386841"|"244538274"
4|"April"|"None"||"None"|||||||||||"23386841"|"244538266"
3|"March"|"None"||"None"|||||||||||"23386841"|"244538273"
2|"February"|"None"||"None"|||||||||||"23386841"|"244538269"
1|"January"|"None"||"None"|||||||||||"23386841"|"244538270"
12|"December"|"None"||"None"|||||||||||"23386859"|"244538484"
11|"November"|"None"||"None"|||||||||||"23386859"|"244538491"
10|"October"|"None"||"None"|||||||||||"23386859"|"244538492"
9|"September"|"None"||"None"|||||||||||"23386859"|"244538493"
8|"August"|"None"||"None"|||||||||||"23386859"|"244538483"
7|"July"|"None"||"None"|||||||||||"23386859"|"244538487"
6|"June"|"None"||"None"|||||||||||"23386859"|"244538488"
5|"May"|"None"||"None"|||||||||||"23386859"|"244538490"
4|"April"|"None"||"None"|||||||||||"23386859"|"244538482"
3|"March"|"None"||"None"|||||||||||"23386859"|"244538489"
2|"February"|"None"||"None"|||||||||||"23386859"|"244538485"
1|"January"|"None"||"None"|||||||||||"23386859"|"244538486"
12|"December"|"None"||"None"|||||||||||"23386858"|"244538480"
11|"November"|"None"||"None"|||||||||||"23386858"|"244538472"
10|"October"|"None"||"None"|||||||||||"23386858"|"244538481"
9|"September"|"None"||"None"|||||||||||"23386858"|"244538473"
8|"August"|"None"||"None"|||||||||||"23386858"|"244538471"
7|"July"|"None"||"None"|||||||||||"23386858"|"244538476"
6|"June"|"None"||"None"|||||||||||"23386858"|"244538475"
5|"May"|"None"||"None"|||||||||||"23386858"|"244538474"
4|"April"|"None"||"None"|||||||||||"23386858"|"244538478"
3|"March"|"None"||"None"|||||||||||"23386858"|"244538477"
2|"February"|"None"||"None"|||||||||||"23386858"|"244538470"
1|"January"|"None"||"None"|||||||||||"23386858"|"244538479"
12|"December"|"None"||"None"|||||||||||"23386857"|"244538460"
11|"November"|"None"||"None"|||||||||||"23386857"|"244538467"
10|"October"|"None"||"None"|||||||||||"23386857"|"244538468"
9|"September"|"None"||"None"|||||||||||"23386857"|"244538469"
8|"August"|"None"||"None"|||||||||||"23386857"|"244538459"
7|"July"|"None"||"None"|||||||||||"23386857"|"244538463"
6|"June"|"None"||"None"|||||||||||"23386857"|"244538464"
5|"May"|"None"||"None"|||||||||||"23386857"|"244538466"
4|"April"|"None"||"None"|||||||||||"23386857"|"244538458"
3|"March"|"None"||"None"|||||||||||"23386857"|"244538465"
2|"February"|"None"||"None"|||||||||||"23386857"|"244538461"
1|"January"|"None"||"None"|||||||||||"23386857"|"244538462"
11|"November"|||"None"|||||||||||"23386854"|"244538431"
10|"October"|||"None"|||||||||||"23386854"|"244538432"
9|"September"|||"None"|||||||||||"23386854"|"244538433"
8|"August"|||"None"|||||||||||"23386854"|"244538423"
7|"July"|||"None"|||||||||||"23386854"|"244538427"
6|"June"|||"None"|||||||||||"23386854"|"244538428"
5|"May"|||"None"|||||||||||"23386854"|"244538430"
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"23386854"|"244538426"
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"23386854"|"244538425"
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"23386854"|"244538429"
