12|"December"|||"None"|||||||||||"21847341"|"228692618"
11|"November"|||"None"|||||||||||"21847341"|"228692625"
10|"October"|||"None"|||||||||||"21847341"|"228692626"
9|"September"|||"None"|||||||||||"21847341"|"228692627"
8|"August"|||"None"|||||||||||"21847341"|"228692617"
7|"July"|||"None"|||||||||||"21847341"|"228692621"
6|"June"|||"None"|||||||||||"21847341"|"228692622"
1|"January"|||"None"|||||||||||"21847341"|"228692620"
5|"May"|||"None"|||||||||||"21847341"|"228692624"
4|"April"|||"None"|||||||||||"21847341"|"228692616"
2|"February"|||"None"|||||||||||"21847341"|"228692619"
3|"March"|||"None"|||||||||||"21847341"|"228692623"
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847378"|"228693060"
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847378"|"228693063"
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847378"|"228693067"
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847378"|"228693064"
12|"December"|||"None"|||||||||||"21847378"|"228693062"
11|"November"|||"None"|||||||||||"21847378"|"228693069"
10|"October"|||"None"|||||||||||"21847378"|"228693070"
9|"September"|||"None"|||||||||||"21847378"|"228693071"
8|"August"|||"None"|||||||||||"21847378"|"228693061"
7|"July"|||"None"|||||||||||"21847378"|"228693065"
6|"June"|||"None"|||||||||||"21847378"|"228693066"
5|"May"|||"None"|||||||||||"21847378"|"228693068"
7|"July"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693054"
8|"August"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693055"
9|"September"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693056"
11|"November"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693058"
10|"October"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693057"
6|"June"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693053"
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693059"
5|"May"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693052"
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693051"
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693049"
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693050"
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21847377"|"228693048"
1|"January"||||||||||||||"21847376"|"228693040"
2|"February"||||||||||||||"21847376"|"228693039"
3|"March"||||||||||||||"21847376"|"228693043"
4|"April"||||||||||||||"21847376"|"228693036"
5|"May"||||||||||||||"21847376"|"228693044"
