11/03/2014 00:00:00|"Nontechnical description"|"PHG"|"Pasture"|"Amy silt loam, 0 to 1% slopes is faired to be well suitable for pasture usage."|"565058"|"2588007"
07/20/2015 00:00:00|"Miscellaneous notes"|"evaluation"|"attribute"|"Evaluation of the map unit (subcategory attribute)
PROJECT NAME: SDJR  MLRA 133B- Amy silt loam, 0 to 1 percent slopes
List of Map Units in Project: with area info and musyms with SDJR unit included
Use the region 9 report Project MU Info QC QA Symbols, Dmudesc, Acres, html REAL (need to edit this report to output in a text only format and do not need the project name in report)
Natmusym 	Ssarea: Musym 	Muname 	Dmudesc 	Muacres 
2s1z6	9-PNB: AmA	Amy silt loam, 0 to 1 percent slopes	MLRA 133B - Amy silt loam, 0 to 1 percent slopes	
lyzp	AR003: 1	Amy silt loam, 0 to 1 percent slopes	003001	21,108
lz98	AR027: 2	Amy silt loam, 0 to 1 percent slopes	027002	7,711
lzd3	AR043: Ae	Amy silt loam	043Ae	48,411
m00m	AR103: Am	Amy silt loam	103Am	42,714
m04b	AR119: Am	Amy silt loam	119Am	7,350
m06d	AR125: 2	Amy silt loam	125002	10,872
m06y	AR125: 4	Amy soils	125004	3,416
lyky	AR620: 1	Amy silt loam	620001	116,753
lyr9	AR660: 1	Amy silt loam	660001	18,276
lytp	AR670: 3	Amy silt loam, 0 to 1 percent slopes	670003	657
		AR011: CT   Caddo and Tickfaw silt loams (amy, amy) 011CT 40025
		AR011: Mb   Myatt silt loams (amy)  011Mb 42790
Summary of Published Manuscript Map Unit Descriptions 
(Summarize findings from map unit description in surveys. Main items that need to be summarized are: composition and minor components, landscape, landform and positions of major and minor components, erosion hazards, and major land use. This is not an all-inclusive list and other items should be added as needed. Input of all items must be kept in a format that will transfer to plain text without a loss of intended organization. Delete this paragraph and use headings listed below)
Composition:
Amy soils are 85 percent of the map unit based on map unit descriptions in the manuscripts and NASIS data population.
Minor Components:
 Leadvale, Pheba, and Aquults, are the minor components listed in the manuscripts and NASIS. Percentages for individual minor components were not listed in the manuscript. Minor components were not named in some surveys.  All of this data will be used to assign estimated percentages to the mlra mapunit components.
Landscape, Landform and Positions for Components:
Amy:       Landform: Stream Terraces
                Landscape: valleys
Aquults:  Landform: Depressions
	  Landscape: Coastal Plains
Leadvale: Landform: Terraces
                  Landscape: Uplands
Pheba:     Landform: interfluves
                 Landscape: Coastal Plains

Major Land Uses:
About 95 percent Woodlands, 4 percent cropland and less than 1 percent Urbanland
Additional items

Describe Differences Between MLRA Map Unit and Map Units Being Harmonized:
Describe the differences between map units and the harmonized unit
Very little inconsistencies exist in the populated horizon data. The main differences are in the MAP, MAAT. The unit is mapped in an area with tight temperature and moisture gradients. 
The runoff, drainage classes, and component soil moisture tables do not match, and therefore neither do the soil interpretations that use these properties and qualities.

Lab Data:
(List pedon IDs, if there is no lab data or lab data is inadequate, identify the need for a future mlra update project)
KSSL  No KSSL Lab Data for Amy Series One pedon sampled in TX297. S95TX297000
University -  University of Arkansas Lab
Local  Fourteen pedons with local lab data exist. 

Pedon Data in NASIS:
(Statement of the amount and distribution of pedon data. Give numbers of pedons and transects, not a list of pedon IDs. If the distribution of pedon data is unrepresentative of the map unit range, say so. For example:)
There are no known transect data associated with this project. There are 15 pedons currently in NASIS of the Amy series.

Other Attribute Issues:
	Costal Plain Soil
	Established in Pulaski County, Arkansas
	Hydric Soil
	Mainly found in Arkansas
	Formed during the Pleistocence Era

Future Project Needs: 
	Gather Transect/Pedon Data of Amy silt loam, 0 to 1 percent slopes to get an accurate assessment of the mapunit composition.
	Sample Amy to send to Lincoln for KSSL Data
	Develop Monolith of Amy for Display and Educational Purposes

	Evaluate and Ground Truth Amy silt loam, 0 to 1 percent slopes delineations that cross multiple counties
Evaluation of map unit interpretations (subcategory interpretation)

Interpretation Join Issues:
No major interpretation issues are associated with the harmonizing of Amy silt loam, 0 to 1 percent slopes

Evaluation of the map unit delineations (subcategory spatial)

Join Issues:

Spatial Data Quality: 
(If any are known, just make a statement about which counties have spatial data problems prompted by answering the questions at the bottom.  Such as map units that may be combined with this unit or extent is too large and needs to be refined. Also certain areas may need to be changed to a different series or split into two map units. Example:)
Slope Analysis: 
No spatial analysis was conducted.
Future Project Needs:
Some extensive revision of soil survey delineations is needed and the correction over the map unit extent of any glaring cartographic errors.



"|"565058"|"2588008"
08/20/2015 00:00:00|"Map unit description"|"map unit concept"||"Map unit name: Amy silt loam, 0 to 1 percent slopes

Map Unit Setting

Major land resource area: Not specified
Landscape: Valleys
Elevation: 49.2 to 249 feet (15.0 to 76.0 meters)
Mean annual precipitation: 38 to 61 inches (975 to 1544 millimeters)
Mean annual air temperature: 48 to 73 degrees F (9 to 23 degrees C)
Frost-free period: 220 to 260 days
Interpretive focus: Not specified
Order of mapping: 2

Composition estimates

Major components:
Amy and similar soils: 85 percent
Minor components: 15 percent

Estimates are based on observations, descriptions, and or transects of the mapunit

Major Component Descriptions

Description of Amy soils

Amy soils
Percent of map unit: 85 percent
Parent material and geology: Pleistocene Era silty alluvium derived from sedimentary rock
Landforms: Stream terraces

Typical Profile

Oi--0 to 1 inches; black
A--1 to 6 inches; brown silt loam; strongly acid
Eg--6 to 12 inches; gray silt loam, with strong brown masses of oxidized iron; very strongly acid
Btg1--12 to 20 inches; gray silt loam, with yellowish red masses of oxidized iron; very strongly acid
Btg2--20 to 40 inches; gray silty clay loam, with strong brown masses of oxidized iron; very strongly acid
Btg3--40 to 54 inches; gray silty clay loam, with brown masses of oxidized iron; very strongly acid
C--54 to 72 inches; light gray silty clay loam, with yellowish red masses of oxidized iron; very strongly acid

Properties and Qualities

Slope: 0 to 1 percent
Percent of area covered by surface fragments: None specified
Depth range to first water and root restrictive layer: No restrictive layer
Slowest soil permeability to 60 inches, above first water and root restrictive layer: Slow (0.06 to 0.2 in/hr)
Slowest permeability from first water and root restrictive layer to 60 inches: No restrictive layer, so the results above are the most restrictive class
Representative total available water capacity to 60 inches: High (About 10.2 inches)
Natural drainage class: Poorly drained
Runoff class: Low
Flooding frequency: None
Shrink-swell potential, weighted average of representative value linear extensibility percentage (LEP) in 10 to 60 inches: Low. (2.0 LEP)

Interpretive Groups

Land capability subclass, nonirrigated: 5w
Land capability subclass, irrigated: None specified
Ecological site name: None specified
Ecological site number: None specified
Typical vegetation: switchgrass, bluestem, beaked panicum, other  shrubs, slender woodoats, velvet panicum, flatsedge, other perennial forbs, panicum, sedge, slender woodoats

Minor Component Descriptions

Aquults soils
Percent of map unit: 5 percent
Parent material and geology: Pleistocene era silty alluvium derived from sedimentary rock
Landforms: Depressions
Down-slope shape: Concave
Across-slope shape: Convex
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Leadvale soils
Percent of map unit: 5 percent
Parent material and geology: silty alluvium derived from shale and siltstone
Landforms: Terraces
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Pheba soils
Percent of map unit: 5 percent
Parent material and geology: loamy marine deposits derived from sedimentary rock
Landforms: Interfluves
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Use and Managment: 

"|"565058"|"2588025"
05/07/2018 00:00:00|"Miscellaneous notes"|||"In the transition areas between MLRA 113B (Western Coastal Plains) and MLRA 119 Ouachita Mountains, the Leadvale soil can be found in areas of Amy soils."|"565058"|"2588033"
08/09/2005 00:00:00|"Miscellaneous notes"|"NONTECH - WQL"|"075"|"These soils have an moderate surface runoff potential and a low leaching index. Nutrient movement to surface waters could be a hazard on these soils. In addition to management practices such as soil tests and proper application rates, a system of practices that reduces runoff and erosion should be planned on these soils."|"565058"|"2588042"
|"Miscellaneous notes"|"NONTECH - WOO"|"004"|"These soils have moderately high potential for production of commercial wood products. Common trees grown on these soils include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and water oak. Loblolly pine has potential to produce 123 to 133 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness. Seedling mortality may be 25 to 50 percent due to wetness on these soils. (Woodland Ordination Symbol - 9W)"|"565058"|"2588043"
|"Miscellaneous notes"|"NONTECH - AGR"|"014"|"This soil is moderately suited to cultivated crops, and pasture and hayland. Wetness commonly delays farming operations several days after a rain and surface drains are needed. Wetness may also limit grazing during the winter and early spring on areas which are in pasture. Suitable crops include soybeans and grain sorghum. Winter small grains may also be grown on areas with adequate surface drainage. Adapted pasure plants include bermudagrass and tall fescue."|"565058"|"2588044"
|"Miscellaneous notes"|"NONTECH - RNG"|"001"|"The soil is well suited to rangeland. The native vegetation of blue grama and galleta makes up nearly two-thirds of the vegetative cover. These two grasses combine with western wheatgrass and sideoats grama to form a mixed community. This soil cannot support a high density of plants because of the limited rainfall. Usable forage tends to be reduced. Ideally, plants grow in clumps, but clumps are spaced closely enough to prevent soil blowing. Western wheatgrass and sideoats grama decrease under mismanagement. Threeawn, sand dropseed, pricklypear, snakeweed, and ring muhly increase with deterioration of the rangeland condition. Proper grazing is the foremost need in range management. Fifty percent, by weight, of the forage needs to be left standing to protect the soil from blowing, to increase the infiltration of water, and to catch and hold snow. Range seeding speeds the revegetation of areas that have been depleted by heavy grazing, cultivation, or other disturbances. Primary varieties used for seeding are blue grama, sideoats grama, and western wheatgrass. A cover crop of sorghum, millet, sundangrass, or small grain should be planted a year before the grass is to be seeded to establish protection from the wind for the new seeding. Contour furrowing or pitting is applicable in areas where the rangeland is in poor and fair condition."|"565058"|"2588045"
12/09/2021 00:00:00|"Miscellaneous notes"|"evaluation notes"|"attribute"|"MLRA 133B-Grenada silt loam, 1 to 3 percent slopes-Field Project
This is a future MLRA project that was identified and documented during the processing of the Evaluation project name: MLRA 133B- Grenada silt loam, 1 to 3 percent slopes
This project was developed to address those correlated map units of Grenada silt loam, 1 to 3 percent slopes within 9-RUS area of responsibility.
Grenada
Classification: fine-silty, mixed, active, thermic Oxyaquic Fraglossudalfs
Type Location: Grenada County, MS
Established: 1915, Grenada County, MS.
Acres:  55355
Geology: coastal plain sediments 
Slope: 1 to 3 percent
Surface texture: silt loam
The Grenada series consists of very deep, moderately well drained soils that formed in thick loess. These soils are shallow or moderately deep to a fragipan that perches water during wet seasons in late winter and early in spring. This map unit is supported by 3 pedon descriptions. The 3 pedon descriptions in NASIS are the representative pedons (TUDs) for the correlated map units in their respective counties/parishes. The number of pedons in NASIS are not sufficient for the number of correlated acres; therefore, a future field project is needed to collect additional data and transects. 
Lab Data: none 
Local: none
Ecological Site ID: F131DY004AR
Field Projects Needed:
	Collect field data-Pedon & Transect descriptions throughout map unit distribution, for documentation, so that range of characteristics are adequate.
	Collect lab sample for analysis
	Collect pedon descriptions for minor component percentages and naming
	Evaluate and update productivity ratings to align with modern day practices
	Evaluate spatial data, and realign polygons to fit where they are supposed to be in the world
	Work with ESD Specialist to develop sites for map unit and update ESD. 
"|"565059"|"2588012"
12/09/2021 00:00:00|"Map unit description"|"map unit concept"||"National map unit symbol: 30dkb
Map unit name: Grenada silt loam, 1 to 3 percent slopes MLRA 133B

Map Unit Setting

Major land resource area: Not specified
Landscape: Fluviomarine terraces
Elevation: 95 to 235 feet (30 to 73 meters)
Mean annual precipitation: 46 to 63 inches (1176 to 1593 millimeters)
Mean annual air temperature: 51 to 74 degrees F (10 to 23 degrees C)
Frost-free period: 199 to 270 days
Interpretive focus: Woodland
Order of mapping: 2
Prime Farmland Class: not rated

Composition estimates

Major components:
Grenada and similar soils: 85 percent
Minor components: 15 percent

Estimates are based on field observations, soil descriptions, and or transects of the mapunit

Major Component Descriptions

Description of Grenada soils

Grenada soils
Percent of map unit: 85 percent
Soil Taxonomic Classification: Fine-silty, mixed, active, thermic Oxyaquic Fraglossudalfs
Soil moisture subclass: Aquic
Soil moisture class: udic
Parent material and geology: loess
Landforms: Coastal plain terraces
Geomorphic positions, three-dimensional: Tread
Down-slope shape: Convex
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range: All aspects

Typical Profile

Ap -- 0 to 4 inches; strongly acid silt loam
Bw -- 4 to 22 inches; strongly acid silty clay loam
E -- 22 to 26 inches; strongly acid silt loam
Btx/E -- 26 to 37 inches; strongly acid silt loam
Btx -- 37 to 80 inches; slightly acid silt loam

Properties and Qualities

Slope: 1 to 3 percent
Percent of area covered by surface fragments: Unspecified
Depth range to first water and root restrictive layer: Fragipan: 24 to 30 inches
Slowest soil permeability to 60 inches, above first water and root restrictive layer: Slow (0.06 to 0.2 in/hr)
Slowest permeability from first water and root restrictive layer to 60 inches: Slow (0.06 to 0.2 in/hr)
Depth to seasonal high water table, minimum: About 12 to 24 inches, perched (see Water Features report)
Representative total available water capacity to 60 inches: Low (About 3.5 inches)
Natural drainage class: Moderately well drained
Runoff class: Very high
Flooding frequency: None
Ponding frequency: None
Shrink-swell potential, weighted average of representative value linear extensibility percentage (LEP) in 10 to 60 inches: Low. (1.5 LEP)
Salinity class and maximum representative value within 40 inches: Very slightly saline (2.0 mmhos/cm)
Salinity class and maximum high value within 40 inches: Very slightly saline (2.0 mmhos/cm)
Sodicity class and sodium adsorption ratio(SAR) maximum representative value within 40 inches: Non sodic (0 SAR)
Sodicity class and sodium adsorption ratio(SAR) maximum high value within 40 inches: Non sodic (0 SAR)
Calcium Carbonate Equivalent, maximum representative value within 40 inches: 0 percent
Gypsum, maximum representative value in the soil profile: 0 percent

Interpretive Groups

Land capability subclass, nonirrigated: 2e
Land capability subclass, irrigated: None specified
Ecological site name: Loess Terrace 
Ecological site number: F131DY004AR 
Typical vegetation: beaked panicum, unknown national vernacular name, slender woodoats, little bluestem, little bluestem, switchcane

Minor Component Descriptions

Calloway soils
Percent of map unit: 8 percent
Soil Taxonomic Classification: Not specified
Soil moisture subclass: Not specified
Soil moisture class: Not specified
Parent material and geology: fine-silty loess
Landforms: Terraces
Geomorphic positions, three-dimensional:  Tread
Down-slope shape: Convex
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 1 to 3 percent

Arkabutla, frequently flooded soils
Percent of map unit: 7 percent
Soil Taxonomic Classification: Not specified
Soil moisture subclass: Not specified
Soil moisture class: Not specified
Parent material and geology: fine-silty alluvium
Landforms: Flood plains
Geomorphic positions, three-dimensional:  Talf
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 2 percent

Use and Managment: Cropland and some pasture"|"565059"|"2588019"
|"Miscellaneous notes"|"NONTECH - RNG"|"001"|"The soil is well suited to rangeland. The native vegetation of blue grama and galleta makes up nearly two-thirds of the vegetative cover. These two grasses combine with western wheatgrass and sideoats grama to form a mixed community. This soil cannot support a high density of plants because of the limited rainfall. Usable forage tends to be reduced. Ideally, plants grow in clumps, but clumps are spaced closely enough to prevent soil blowing. Western wheatgrass and sideoats grama decrease under mismanagement. Threeawn, sand dropseed, pricklypear, snakeweed, and ring muhly increase with deterioration of the rangeland condition. Proper grazing is the foremost need in range management. Fifty percent, by weight, of the forage needs to be left standing to protect the soil from blowing, to increase the infiltration of water, and to catch and hold snow. Range seeding speeds the revegetation of areas that have been depleted by heavy grazing, cultivation, or other disturbances. Primary varieties used for seeding are blue grama, sideoats grama, and western wheatgrass. A cover crop of sorghum, millet, sundangrass, or small grain should be planted a year before the grass is to be seeded to establish protection from the wind for the new seeding. Contour furrowing or pitting is applicable in areas where the rangeland is in poor and fair condition."|"565059"|"2588061"
