12|"December"|||"None"|||||||||||"21855220"|"228782511"
11|"November"|||"None"|||||||||||"21855220"|"228782518"
10|"October"|||"None"|||||||||||"21855220"|"228782519"
9|"September"|||"None"|||||||||||"21855220"|"228782520"
8|"August"|||"None"|||||||||||"21855220"|"228782510"
7|"July"|||"None"|||||||||||"21855220"|"228782514"
6|"June"|||"None"|||||||||||"21855220"|"228782515"
5|"May"|||"None"|||||||||||"21855220"|"228782517"
4|"April"|||"None"|||||||||||"21855220"|"228782509"
3|"March"|||"None"|||||||||||"21855220"|"228782516"
1|"January"|||"None"|||||||||||"21855220"|"228782513"
2|"February"|||"None"|||||||||||"21855220"|"228782512"
1|"January"||||||||||||||"21855219"|"228782501"
2|"February"||||||||||||||"21855219"|"228782500"
3|"March"||||||||||||||"21855219"|"228782504"
4|"April"||||||||||||||"21855219"|"228782497"
5|"May"||||||||||||||"21855219"|"228782505"
6|"June"||||||||||||||"21855219"|"228782503"
7|"July"||||||||||||||"21855219"|"228782502"
8|"August"||||||||||||||"21855219"|"228782498"
9|"September"||||||||||||||"21855219"|"228782508"
10|"October"||||||||||||||"21855219"|"228782507"
11|"November"||||||||||||||"21855219"|"228782506"
12|"December"||||||||||||||"21855219"|"228782499"
1|"January"|"None"||"None"|||||||||||"21855218"|"228782489"
9|"September"|"None"||"None"|||||||||||"21855218"|"228782496"
8|"August"|"None"||"None"|||||||||||"21855218"|"228782486"
7|"July"|"None"||"None"|||||||||||"21855218"|"228782490"
6|"June"|"None"||"None"|||||||||||"21855218"|"228782491"
5|"May"|"None"||"None"|||||||||||"21855218"|"228782493"
4|"April"|"None"||"None"|||||||||||"21855218"|"228782485"
3|"March"|"None"||"None"|||||||||||"21855218"|"228782492"
2|"February"|"None"||"None"|||||||||||"21855218"|"228782488"
12|"December"|"None"||"None"|||||||||||"21855218"|"228782487"
11|"November"|"None"||"None"|||||||||||"21855218"|"228782494"
10|"October"|"None"||"None"|||||||||||"21855218"|"228782495"
1|"January"||||||||||||||"21855217"|"228782477"
2|"February"||||||||||||||"21855217"|"228782476"
3|"March"||||||||||||||"21855217"|"228782480"
4|"April"||||||||||||||"21855217"|"228782473"
5|"May"||||||||||||||"21855217"|"228782481"
6|"June"||||||||||||||"21855217"|"228782479"
7|"July"||||||||||||||"21855217"|"228782478"
8|"August"||||||||||||||"21855217"|"228782474"
9|"September"||||||||||||||"21855217"|"228782484"
10|"October"||||||||||||||"21855217"|"228782483"
11|"November"||||||||||||||"21855217"|"228782482"
12|"December"||||||||||||||"21855217"|"228782475"
1|"January"||||||||||||||"21855216"|"228782465"
2|"February"||||||||||||||"21855216"|"228782464"
3|"March"||||||||||||||"21855216"|"228782468"
4|"April"||||||||||||||"21855216"|"228782461"
5|"May"||||||||||||||"21855216"|"228782469"
6|"June"||||||||||||||"21855216"|"228782467"
7|"July"||||||||||||||"21855216"|"228782466"
8|"August"||||||||||||||"21855216"|"228782462"
9|"September"||||||||||||||"21855216"|"228782472"
10|"October"||||||||||||||"21855216"|"228782471"
11|"November"||||||||||||||"21855216"|"228782470"
12|"December"||||||||||||||"21855216"|"228782463"
7|"July"|"None"||"None"|||||||||||"21855266"|"228783042"
9|"September"|"None"||"None"|||||||||||"21855266"|"228783048"
8|"August"|"None"||"None"|||||||||||"21855266"|"228783038"
6|"June"|"None"||"None"|||||||||||"21855266"|"228783043"
5|"May"|"None"||"None"|||||||||||"21855266"|"228783045"
4|"April"|"None"||"None"|||||||||||"21855266"|"228783037"
3|"March"|"None"||"None"|||||||||||"21855266"|"228783044"
2|"February"|"None"||"None"|||||||||||"21855266"|"228783040"
1|"January"|"None"||"None"|||||||||||"21855266"|"228783041"
12|"December"|"None"||"None"|||||||||||"21855266"|"228783039"
11|"November"|"None"||"None"|||||||||||"21855266"|"228783046"
10|"October"|"None"||"None"|||||||||||"21855266"|"228783047"
1|"January"||||||||||||||"21855265"|"228783029"
2|"February"||||||||||||||"21855265"|"228783028"
3|"March"||||||||||||||"21855265"|"228783032"
4|"April"||||||||||||||"21855265"|"228783025"
5|"May"||||||||||||||"21855265"|"228783033"
6|"June"||||||||||||||"21855265"|"228783031"
7|"July"||||||||||||||"21855265"|"228783030"
8|"August"||||||||||||||"21855265"|"228783026"
9|"September"||||||||||||||"21855265"|"228783036"
10|"October"||||||||||||||"21855265"|"228783035"
12|"December"||||||||||||||"21855265"|"228783027"
11|"November"||||||||||||||"21855265"|"228783034"
1|"January"||||||||||||||"21855241"|"228782765"
2|"February"||||||||||||||"21855241"|"228782764"
3|"March"||||||||||||||"21855241"|"228782768"
4|"April"||||||||||||||"21855241"|"228782761"
5|"May"||||||||||||||"21855241"|"228782769"
6|"June"||||||||||||||"21855241"|"228782767"
7|"July"||||||||||||||"21855241"|"228782766"
8|"August"||||||||||||||"21855241"|"228782762"
9|"September"||||||||||||||"21855241"|"228782772"
10|"October"||||||||||||||"21855241"|"228782771"
11|"November"||||||||||||||"21855241"|"228782770"
12|"December"||||||||||||||"21855241"|"228782763"
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782752"
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782751"
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782755"
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782749"
7|"July"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782753"
5|"May"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782756"
6|"June"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782754"
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21855240"|"228782750"
11|"November"|||"None"|||||||||||"21855240"|"228782760"
10|"October"|||"None"|||||||||||"21855240"|"228782759"
9|"September"|||"None"|||||||||||"21855240"|"228782758"
8|"August"|||"None"|||||||||||"21855240"|"228782757"
1|"January"||||||||||||||"21855239"|"228782741"
2|"February"||||||||||||||"21855239"|"228782740"
3|"March"||||||||||||||"21855239"|"228782744"
4|"April"||||||||||||||"21855239"|"228782737"
5|"May"||||||||||||||"21855239"|"228782745"
6|"June"||||||||||||||"21855239"|"228782743"
7|"July"||||||||||||||"21855239"|"228782742"
8|"August"||||||||||||||"21855239"|"228782738"
9|"September"||||||||||||||"21855239"|"228782748"
10|"October"||||||||||||||"21855239"|"228782747"
11|"November"||||||||||||||"21855239"|"228782746"
12|"December"||||||||||||||"21855239"|"228782739"
9|"September"|"None"||"None"|||||||||||"21855238"|"228782736"
8|"August"|"None"||"None"|||||||||||"21855238"|"228782726"
7|"July"|"None"||"None"|||||||||||"21855238"|"228782730"
6|"June"|"None"||"None"|||||||||||"21855238"|"228782731"
5|"May"|"None"||"None"|||||||||||"21855238"|"228782733"
4|"April"|"None"||"None"|||||||||||"21855238"|"228782725"
3|"March"|"None"||"None"|||||||||||"21855238"|"228782732"
2|"February"|"None"||"None"|||||||||||"21855238"|"228782728"
1|"January"|"None"||"None"|||||||||||"21855238"|"228782729"
12|"December"|"None"||"None"|||||||||||"21855238"|"228782727"
11|"November"|"None"||"None"|||||||||||"21855238"|"228782734"
10|"October"|"None"||"None"|||||||||||"21855238"|"228782735"
1|"January"|"None"||"None"|||||||||||"21855245"|"228782809"
9|"September"|"None"||"None"|||||||||||"21855245"|"228782817"
8|"August"|"None"||"None"|||||||||||"21855245"|"228782816"
7|"July"|"None"||"None"|||||||||||"21855245"|"228782815"
6|"June"|"None"||"None"|||||||||||"21855245"|"228782814"
5|"May"|"None"||"None"|||||||||||"21855245"|"228782813"
