12|"December"|"Rare"||"None"|||||||||||"23394473"|"244625207"
4|"April"|"Rare"||"None"|||||||||||"23394473"|"244625206"
2|"February"|"Rare"||"None"|||||||||||"23394473"|"244625208"
3|"March"|"Rare"||"None"|||||||||||"23394473"|"244625210"
1|"January"|"Rare"||"None"|||||||||||"23394473"|"244625209"
11|"November"|||"None"|||||||||||"23394473"|"244625217"
10|"October"|||"None"|||||||||||"23394473"|"244625216"
9|"September"|||"None"|||||||||||"23394473"|"244625215"
8|"August"|||"None"|||||||||||"23394473"|"244625214"
7|"July"|||"None"|||||||||||"23394473"|"244625213"
6|"June"|||"None"|||||||||||"23394473"|"244625212"
5|"May"|||"None"|||||||||||"23394473"|"244625211"
1|"January"||||||||||||||"23394474"|"244625222"
2|"February"||||||||||||||"23394474"|"244625221"
3|"March"||||||||||||||"23394474"|"244625225"
4|"April"||||||||||||||"23394474"|"244625218"
5|"May"||||||||||||||"23394474"|"244625226"
6|"June"||||||||||||||"23394474"|"244625224"
7|"July"||||||||||||||"23394474"|"244625223"
8|"August"||||||||||||||"23394474"|"244625219"
9|"September"||||||||||||||"23394474"|"244625229"
10|"October"||||||||||||||"23394474"|"244625228"
11|"November"||||||||||||||"23394474"|"244625227"
12|"December"||||||||||||||"23394474"|"244625220"
1|"January"||||||||||||||"23394475"|"244625234"
2|"February"||||||||||||||"23394475"|"244625233"
3|"March"||||||||||||||"23394475"|"244625237"
4|"April"||||||||||||||"23394475"|"244625230"
5|"May"||||||||||||||"23394475"|"244625238"
6|"June"||||||||||||||"23394475"|"244625236"
7|"July"||||||||||||||"23394475"|"244625235"
8|"August"||||||||||||||"23394475"|"244625231"
9|"September"||||||||||||||"23394475"|"244625241"
10|"October"||||||||||||||"23394475"|"244625240"
11|"November"||||||||||||||"23394475"|"244625239"
12|"December"||||||||||||||"23394475"|"244625232"
1|"January"||||||||||||||"23394552"|"244626134"
2|"February"||||||||||||||"23394552"|"244626133"
3|"March"||||||||||||||"23394552"|"244626137"
4|"April"||||||||||||||"23394552"|"244626130"
5|"May"||||||||||||||"23394552"|"244626138"
6|"June"||||||||||||||"23394552"|"244626136"
7|"July"||||||||||||||"23394552"|"244626135"
8|"August"||||||||||||||"23394552"|"244626131"
9|"September"||||||||||||||"23394552"|"244626141"
10|"October"||||||||||||||"23394552"|"244626140"
11|"November"||||||||||||||"23394552"|"244626139"
12|"December"||||||||||||||"23394552"|"244626132"
1|"January"||||||||||||||"23394553"|"244626152"
2|"February"||||||||||||||"23394553"|"244626151"
3|"March"||||||||||||||"23394553"|"244626143"
4|"April"||||||||||||||"23394553"|"244626148"
5|"May"||||||||||||||"23394553"|"244626144"
6|"June"||||||||||||||"23394553"|"244626142"
7|"July"||||||||||||||"23394553"|"244626153"
8|"August"||||||||||||||"23394553"|"244626149"
9|"September"||||||||||||||"23394553"|"244626147"
10|"October"||||||||||||||"23394553"|"244626146"
11|"November"||||||||||||||"23394553"|"244626145"
12|"December"||||||||||||||"23394553"|"244626150"
5|"May"|"Rare"||"None"|||||||||||"23394554"|"244626159"
12|"December"|"Rare"||"None"|||||||||||"23394554"|"244626155"
3|"March"|"Rare"||"None"|||||||||||"23394554"|"244626154"
4|"April"|"Rare"||"None"|||||||||||"23394554"|"244626157"
2|"February"|"Rare"||"None"|||||||||||"23394554"|"244626156"
1|"January"|"Rare"||"None"|||||||||||"23394554"|"244626158"
11|"November"|||"None"|||||||||||"23394554"|"244626165"
10|"October"|||"None"|||||||||||"23394554"|"244626164"
9|"September"|||"None"|||||||||||"23394554"|"244626163"
8|"August"|||"None"|||||||||||"23394554"|"244626162"
7|"July"|||"None"|||||||||||"23394554"|"244626161"
6|"June"|||"None"|||||||||||"23394554"|"244626160"
5|"May"|"Rare"||"None"|||||||||||"23394549"|"244626099"
12|"December"|"Rare"||"None"|||||||||||"23394549"|"244626095"
3|"March"|"Rare"||"None"|||||||||||"23394549"|"244626094"
4|"April"|"Rare"||"None"|||||||||||"23394549"|"244626097"
1|"January"|"Rare"||"None"|||||||||||"23394549"|"244626098"
2|"February"|"Rare"||"None"|||||||||||"23394549"|"244626096"
11|"November"|||"None"|||||||||||"23394549"|"244626105"
9|"September"|||"None"|||||||||||"23394549"|"244626103"
10|"October"|||"None"|||||||||||"23394549"|"244626104"
8|"August"|||"None"|||||||||||"23394549"|"244626102"
7|"July"|||"None"|||||||||||"23394549"|"244626101"
6|"June"|||"None"|||||||||||"23394549"|"244626100"
1|"January"||||||||||||||"23394550"|"244626116"
2|"February"||||||||||||||"23394550"|"244626115"
3|"March"||||||||||||||"23394550"|"244626107"
4|"April"||||||||||||||"23394550"|"244626112"
5|"May"||||||||||||||"23394550"|"244626108"
6|"June"||||||||||||||"23394550"|"244626106"
7|"July"||||||||||||||"23394550"|"244626117"
8|"August"||||||||||||||"23394550"|"244626113"
9|"September"||||||||||||||"23394550"|"244626111"
10|"October"||||||||||||||"23394550"|"244626110"
11|"November"||||||||||||||"23394550"|"244626109"
12|"December"||||||||||||||"23394550"|"244626114"
1|"January"||||||||||||||"23394551"|"244626122"
2|"February"||||||||||||||"23394551"|"244626121"
