10|"October"|||"None"|||||||||||"23394337"|"244623608"
11|"November"|||"None"|||||||||||"23394337"|"244623609"
1|"January"|"Rare"||"None"|||||||||||"23394337"|"244623601"
2|"February"|"Rare"||"None"|||||||||||"23394337"|"244623600"
3|"March"|"Rare"||"None"|||||||||||"23394337"|"244623602"
4|"April"|"Rare"||"None"|||||||||||"23394337"|"244623598"
12|"December"|"Rare"||"None"|||||||||||"23394337"|"244623599"
9|"September"|||"None"|||||||||||"23394337"|"244623607"
8|"August"|||"None"|||||||||||"23394337"|"244623606"
6|"June"|||"None"|||||||||||"23394337"|"244623604"
7|"July"|||"None"|||||||||||"23394337"|"244623605"
5|"May"|||"None"|||||||||||"23394337"|"244623603"
1|"January"||||||||||||||"23394338"|"244623610"
2|"February"||||||||||||||"23394338"|"244623621"
3|"March"||||||||||||||"23394338"|"244623613"
4|"April"||||||||||||||"23394338"|"244623618"
5|"May"||||||||||||||"23394338"|"244623614"
6|"June"||||||||||||||"23394338"|"244623612"
7|"July"||||||||||||||"23394338"|"244623611"
9|"September"||||||||||||||"23394338"|"244623617"
8|"August"||||||||||||||"23394338"|"244623619"
12|"December"||||||||||||||"23394338"|"244623620"
10|"October"||||||||||||||"23394338"|"244623616"
11|"November"||||||||||||||"23394338"|"244623615"
10|"October"|||"None"|||||||||||"23394339"|"244623632"
11|"November"|||"None"|||||||||||"23394339"|"244623633"
1|"January"|"Rare"||"None"|||||||||||"23394339"|"244623625"
2|"February"|"Rare"||"None"|||||||||||"23394339"|"244623624"
3|"March"|"Rare"||"None"|||||||||||"23394339"|"244623626"
4|"April"|"Rare"||"None"|||||||||||"23394339"|"244623622"
12|"December"|"Rare"||"None"|||||||||||"23394339"|"244623623"
9|"September"|||"None"|||||||||||"23394339"|"244623631"
8|"August"|||"None"|||||||||||"23394339"|"244623630"
6|"June"|||"None"|||||||||||"23394339"|"244623628"
7|"July"|||"None"|||||||||||"23394339"|"244623629"
5|"May"|||"None"|||||||||||"23394339"|"244623627"
1|"January"||||||||||||||"23394340"|"244623638"
2|"February"||||||||||||||"23394340"|"244623637"
3|"March"||||||||||||||"23394340"|"244623641"
4|"April"||||||||||||||"23394340"|"244623634"
5|"May"||||||||||||||"23394340"|"244623642"
6|"June"||||||||||||||"23394340"|"244623640"
7|"July"||||||||||||||"23394340"|"244623639"
9|"September"||||||||||||||"23394340"|"244623645"
8|"August"||||||||||||||"23394340"|"244623635"
12|"December"||||||||||||||"23394340"|"244623636"
10|"October"||||||||||||||"23394340"|"244623644"
11|"November"||||||||||||||"23394340"|"244623643"
1|"January"||||||||||||||"23394341"|"244623650"
2|"February"||||||||||||||"23394341"|"244623649"
3|"March"||||||||||||||"23394341"|"244623653"
4|"April"||||||||||||||"23394341"|"244623646"
5|"May"||||||||||||||"23394341"|"244623654"
6|"June"||||||||||||||"23394341"|"244623652"
7|"July"||||||||||||||"23394341"|"244623651"
8|"August"||||||||||||||"23394341"|"244623647"
9|"September"||||||||||||||"23394341"|"244623657"
12|"December"||||||||||||||"23394341"|"244623648"
10|"October"||||||||||||||"23394341"|"244623656"
11|"November"||||||||||||||"23394341"|"244623655"
12|"December"|"None"||"None"|||||||||||"23394342"|"244623660"
11|"November"|"None"||"None"|||||||||||"23394342"|"244623667"
10|"October"|"None"||"None"|||||||||||"23394342"|"244623668"
8|"August"|"None"||"None"|||||||||||"23394342"|"244623659"
9|"September"|"None"||"None"|||||||||||"23394342"|"244623669"
7|"July"|"None"||"None"|||||||||||"23394342"|"244623663"
6|"June"|"None"||"None"|||||||||||"23394342"|"244623664"
5|"May"|"None"||"None"|||||||||||"23394342"|"244623666"
4|"April"|"None"||"None"|||||||||||"23394342"|"244623658"
3|"March"|"None"||"None"|||||||||||"23394342"|"244623665"
2|"February"|"None"||"None"|||||||||||"23394342"|"244623661"
1|"January"|"None"||"None"|||||||||||"23394342"|"244623662"
1|"January"||||||||||||||"23394343"|"244623674"
2|"February"||||||||||||||"23394343"|"244623673"
3|"March"||||||||||||||"23394343"|"244623677"
4|"April"||||||||||||||"23394343"|"244623670"
5|"May"||||||||||||||"23394343"|"244623678"
6|"June"||||||||||||||"23394343"|"244623676"
7|"July"||||||||||||||"23394343"|"244623675"
8|"August"||||||||||||||"23394343"|"244623671"
9|"September"||||||||||||||"23394343"|"244623681"
12|"December"||||||||||||||"23394343"|"244623672"
10|"October"||||||||||||||"23394343"|"244623680"
11|"November"||||||||||||||"23394343"|"244623679"
1|"January"||||||||||||||"23394344"|"244623686"
2|"February"||||||||||||||"23394344"|"244623685"
3|"March"||||||||||||||"23394344"|"244623689"
4|"April"||||||||||||||"23394344"|"244623682"
5|"May"||||||||||||||"23394344"|"244623690"
6|"June"||||||||||||||"23394344"|"244623688"
7|"July"||||||||||||||"23394344"|"244623687"
8|"August"||||||||||||||"23394344"|"244623683"
9|"September"||||||||||||||"23394344"|"244623693"
12|"December"||||||||||||||"23394344"|"244623684"
10|"October"||||||||||||||"23394344"|"244623692"
11|"November"||||||||||||||"23394344"|"244623691"
12|"December"|"None"||"None"|||||||||||"23394345"|"244623696"
11|"November"|"None"||"None"|||||||||||"23394345"|"244623703"
10|"October"|"None"||"None"|||||||||||"23394345"|"244623704"
9|"September"|"None"||"None"|||||||||||"23394345"|"244623705"
8|"August"|"None"||"None"|||||||||||"23394345"|"244623695"
7|"July"|"None"||"None"|||||||||||"23394345"|"244623699"
6|"June"|"None"||"None"|||||||||||"23394345"|"244623700"
5|"May"|"None"||"None"|||||||||||"23394345"|"244623702"
4|"April"|"None"||"None"|||||||||||"23394345"|"244623694"
3|"March"|"None"||"None"|||||||||||"23394345"|"244623701"
2|"February"|"None"||"None"|||||||||||"23394345"|"244623697"
1|"January"|"None"||"None"|||||||||||"23394345"|"244623698"
12|"December"|"None"||"None"|||||||||||"23394346"|"244623708"
11|"November"|"None"||"None"|||||||||||"23394346"|"244623715"
10|"October"|"None"||"None"|||||||||||"23394346"|"244623716"
9|"September"|"None"||"None"|||||||||||"23394346"|"244623717"
8|"August"|"None"||"None"|||||||||||"23394346"|"244623707"
7|"July"|"None"||"None"|||||||||||"23394346"|"244623711"
6|"June"|"None"||"None"|||||||||||"23394346"|"244623712"
5|"May"|"None"||"None"|||||||||||"23394346"|"244623714"
4|"April"|"None"||"None"|||||||||||"23394346"|"244623706"
3|"March"|"None"||"None"|||||||||||"23394346"|"244623713"
2|"February"|"None"||"None"|||||||||||"23394346"|"244623709"
1|"January"|"None"||"None"|||||||||||"23394346"|"244623710"
1|"January"||||||||||||||"23394347"|"244623722"
2|"February"||||||||||||||"23394347"|"244623721"
3|"March"||||||||||||||"23394347"|"244623725"
4|"April"||||||||||||||"23394347"|"244623718"
5|"May"||||||||||||||"23394347"|"244623726"
6|"June"||||||||||||||"23394347"|"244623724"
7|"July"||||||||||||||"23394347"|"244623723"
8|"August"||||||||||||||"23394347"|"244623719"
9|"September"||||||||||||||"23394347"|"244623729"
12|"December"||||||||||||||"23394347"|"244623720"
10|"October"||||||||||||||"23394347"|"244623728"
11|"November"||||||||||||||"23394347"|"244623727"
1|"January"||||||||||||||"23394348"|"244623734"
2|"February"||||||||||||||"23394348"|"244623733"
3|"March"||||||||||||||"23394348"|"244623737"
4|"April"||||||||||||||"23394348"|"244623730"
5|"May"||||||||||||||"23394348"|"244623738"
6|"June"||||||||||||||"23394348"|"244623736"
7|"July"||||||||||||||"23394348"|"244623735"
8|"August"||||||||||||||"23394348"|"244623731"
9|"September"||||||||||||||"23394348"|"244623741"
12|"December"||||||||||||||"23394348"|"244623732"
10|"October"||||||||||||||"23394348"|"244623740"
11|"November"||||||||||||||"23394348"|"244623739"
1|"January"||||||||||||||"23394349"|"244623746"
2|"February"||||||||||||||"23394349"|"244623745"
3|"March"||||||||||||||"23394349"|"244623749"
4|"April"||||||||||||||"23394349"|"244623742"
5|"May"||||||||||||||"23394349"|"244623750"
6|"June"||||||||||||||"23394349"|"244623748"
7|"July"||||||||||||||"23394349"|"244623747"
8|"August"||||||||||||||"23394349"|"244623743"
9|"September"||||||||||||||"23394349"|"244623753"
12|"December"||||||||||||||"23394349"|"244623744"
10|"October"||||||||||||||"23394349"|"244623752"
11|"November"||||||||||||||"23394349"|"244623751"
12|"December"|"None"||"None"|||||||||||"23394350"|"244623756"
11|"November"|"None"||"None"|||||||||||"23394350"|"244623763"
10|"October"|"None"||"None"|||||||||||"23394350"|"244623764"
9|"September"|"None"||"None"|||||||||||"23394350"|"244623765"
8|"August"|"None"||"None"|||||||||||"23394350"|"244623755"
7|"July"|"None"||"None"|||||||||||"23394350"|"244623759"
6|"June"|"None"||"None"|||||||||||"23394350"|"244623760"
5|"May"|"None"||"None"|||||||||||"23394350"|"244623762"
4|"April"|"None"||"None"|||||||||||"23394350"|"244623754"
3|"March"|"None"||"None"|||||||||||"23394350"|"244623761"
2|"February"|"None"||"None"|||||||||||"23394350"|"244623757"
1|"January"|"None"||"None"|||||||||||"23394350"|"244623758"
1|"January"||||||||||||||"23394351"|"244623770"
2|"February"||||||||||||||"23394351"|"244623769"
3|"March"||||||||||||||"23394351"|"244623773"
4|"April"||||||||||||||"23394351"|"244623766"
5|"May"||||||||||||||"23394351"|"244623774"
6|"June"||||||||||||||"23394351"|"244623772"
7|"July"||||||||||||||"23394351"|"244623771"
8|"August"||||||||||||||"23394351"|"244623767"
9|"September"||||||||||||||"23394351"|"244623777"
12|"December"||||||||||||||"23394351"|"244623768"
10|"October"||||||||||||||"23394351"|"244623776"
11|"November"||||||||||||||"23394351"|"244623775"
1|"January"||||||||||||||"23394352"|"244623782"
2|"February"||||||||||||||"23394352"|"244623781"
3|"March"||||||||||||||"23394352"|"244623785"
4|"April"||||||||||||||"23394352"|"244623778"
5|"May"||||||||||||||"23394352"|"244623786"
6|"June"||||||||||||||"23394352"|"244623784"
7|"July"||||||||||||||"23394352"|"244623783"
8|"August"||||||||||||||"23394352"|"244623779"
9|"September"||||||||||||||"23394352"|"244623789"
12|"December"||||||||||||||"23394352"|"244623780"
10|"October"||||||||||||||"23394352"|"244623788"
11|"November"||||||||||||||"23394352"|"244623787"
12|"December"|"None"||"None"|||||||||||"23394406"|"244624404"
11|"November"|"None"||"None"|||||||||||"23394406"|"244624411"
10|"October"|"None"||"None"|||||||||||"23394406"|"244624412"
9|"September"|"None"||"None"|||||||||||"23394406"|"244624413"
8|"August"|"None"||"None"|||||||||||"23394406"|"244624403"
7|"July"|"None"||"None"|||||||||||"23394406"|"244624407"
6|"June"|"None"||"None"|||||||||||"23394406"|"244624408"
5|"May"|"None"||"None"|||||||||||"23394406"|"244624410"
4|"April"|"None"||"None"|||||||||||"23394406"|"244624402"
3|"March"|"None"||"None"|||||||||||"23394406"|"244624409"
2|"February"|"None"||"None"|||||||||||"23394406"|"244624405"
1|"January"|"None"||"None"|||||||||||"23394406"|"244624406"
1|"January"||||||||||||||"23394407"|"244624418"
2|"February"||||||||||||||"23394407"|"244624417"
3|"March"||||||||||||||"23394407"|"244624421"
4|"April"||||||||||||||"23394407"|"244624414"
5|"May"||||||||||||||"23394407"|"244624422"
6|"June"||||||||||||||"23394407"|"244624420"
7|"July"||||||||||||||"23394407"|"244624419"
8|"August"||||||||||||||"23394407"|"244624415"
9|"September"||||||||||||||"23394407"|"244624425"
10|"October"||||||||||||||"23394407"|"244624424"
11|"November"||||||||||||||"23394407"|"244624423"
12|"December"||||||||||||||"23394407"|"244624416"
1|"January"||||||||||||||"23394408"|"244624430"
2|"February"||||||||||||||"23394408"|"244624429"
3|"March"||||||||||||||"23394408"|"244624433"
4|"April"||||||||||||||"23394408"|"244624426"
5|"May"||||||||||||||"23394408"|"244624434"
6|"June"||||||||||||||"23394408"|"244624432"
7|"July"||||||||||||||"23394408"|"244624431"
8|"August"||||||||||||||"23394408"|"244624427"
9|"September"||||||||||||||"23394408"|"244624437"
10|"October"||||||||||||||"23394408"|"244624436"
11|"November"||||||||||||||"23394408"|"244624435"
12|"December"||||||||||||||"23394408"|"244624428"
1|"January"||||||||||||||"23394409"|"244624442"
2|"February"||||||||||||||"23394409"|"244624441"
3|"March"||||||||||||||"23394409"|"244624445"
4|"April"||||||||||||||"23394409"|"244624438"
5|"May"||||||||||||||"23394409"|"244624446"
6|"June"||||||||||||||"23394409"|"244624444"
7|"July"||||||||||||||"23394409"|"244624443"
8|"August"||||||||||||||"23394409"|"244624439"
9|"September"||||||||||||||"23394409"|"244624449"
10|"October"||||||||||||||"23394409"|"244624448"
11|"November"||||||||||||||"23394409"|"244624447"
12|"December"||||||||||||||"23394409"|"244624440"
12|"December"|"None"||"None"|||||||||||"23394410"|"244624452"
11|"November"|"None"||"None"|||||||||||"23394410"|"244624459"
10|"October"|"None"||"None"|||||||||||"23394410"|"244624460"
9|"September"|"None"||"None"|||||||||||"23394410"|"244624461"
8|"August"|"None"||"None"|||||||||||"23394410"|"244624451"
7|"July"|"None"||"None"|||||||||||"23394410"|"244624455"
6|"June"|"None"||"None"|||||||||||"23394410"|"244624456"
5|"May"|"None"||"None"|||||||||||"23394410"|"244624458"
4|"April"|"None"||"None"|||||||||||"23394410"|"244624450"
3|"March"|"None"||"None"|||||||||||"23394410"|"244624457"
2|"February"|"None"||"None"|||||||||||"23394410"|"244624453"
1|"January"|"None"||"None"|||||||||||"23394410"|"244624454"
1|"January"||||||||||||||"23394411"|"244624466"
2|"February"||||||||||||||"23394411"|"244624465"
3|"March"||||||||||||||"23394411"|"244624469"
4|"April"||||||||||||||"23394411"|"244624462"
5|"May"||||||||||||||"23394411"|"244624470"
6|"June"||||||||||||||"23394411"|"244624468"
7|"July"||||||||||||||"23394411"|"244624467"
8|"August"||||||||||||||"23394411"|"244624463"
9|"September"||||||||||||||"23394411"|"244624473"
10|"October"||||||||||||||"23394411"|"244624472"
11|"November"||||||||||||||"23394411"|"244624471"
12|"December"||||||||||||||"23394411"|"244624464"
1|"January"||||||||||||||"23394412"|"244624478"
2|"February"||||||||||||||"23394412"|"244624477"
3|"March"||||||||||||||"23394412"|"244624481"
4|"April"||||||||||||||"23394412"|"244624474"
5|"May"||||||||||||||"23394412"|"244624482"
6|"June"||||||||||||||"23394412"|"244624480"
7|"July"||||||||||||||"23394412"|"244624479"
8|"August"||||||||||||||"23394412"|"244624475"
9|"September"||||||||||||||"23394412"|"244624485"
10|"October"||||||||||||||"23394412"|"244624484"
11|"November"||||||||||||||"23394412"|"244624483"
12|"December"||||||||||||||"23394412"|"244624476"
12|"December"|"None"||"None"|||||||||||"23394413"|"244624488"
11|"November"|"None"||"None"|||||||||||"23394413"|"244624495"
10|"October"|"None"||"None"|||||||||||"23394413"|"244624496"
9|"September"|"None"||"None"|||||||||||"23394413"|"244624497"
8|"August"|"None"||"None"|||||||||||"23394413"|"244624487"
7|"July"|"None"||"None"|||||||||||"23394413"|"244624491"
6|"June"|"None"||"None"|||||||||||"23394413"|"244624492"
5|"May"|"None"||"None"|||||||||||"23394413"|"244624494"
4|"April"|"None"||"None"|||||||||||"23394413"|"244624486"
3|"March"|"None"||"None"|||||||||||"23394413"|"244624493"
2|"February"|"None"||"None"|||||||||||"23394413"|"244624489"
1|"January"|"None"||"None"|||||||||||"23394413"|"244624490"
1|"January"||||||||||||||"23394414"|"244624502"
2|"February"||||||||||||||"23394414"|"244624501"
3|"March"||||||||||||||"23394414"|"244624505"
4|"April"||||||||||||||"23394414"|"244624498"
5|"May"||||||||||||||"23394414"|"244624506"
6|"June"||||||||||||||"23394414"|"244624504"
7|"July"||||||||||||||"23394414"|"244624503"
8|"August"||||||||||||||"23394414"|"244624499"
9|"September"||||||||||||||"23394414"|"244624509"
10|"October"||||||||||||||"23394414"|"244624508"
11|"November"||||||||||||||"23394414"|"244624507"
12|"December"||||||||||||||"23394414"|"244624500"
1|"January"||||||||||||||"23394415"|"244624514"
2|"February"||||||||||||||"23394415"|"244624513"
3|"March"||||||||||||||"23394415"|"244624517"
4|"April"||||||||||||||"23394415"|"244624510"
5|"May"||||||||||||||"23394415"|"244624518"
6|"June"||||||||||||||"23394415"|"244624516"
7|"July"||||||||||||||"23394415"|"244624515"
8|"August"||||||||||||||"23394415"|"244624511"
9|"September"||||||||||||||"23394415"|"244624521"
10|"October"||||||||||||||"23394415"|"244624520"
11|"November"||||||||||||||"23394415"|"244624519"
12|"December"||||||||||||||"23394415"|"244624512"
1|"January"||||||||||||||"23394416"|"244624526"
2|"February"||||||||||||||"23394416"|"244624525"
3|"March"||||||||||||||"23394416"|"244624529"
4|"April"||||||||||||||"23394416"|"244624522"
5|"May"||||||||||||||"23394416"|"244624530"
6|"June"||||||||||||||"23394416"|"244624528"
7|"July"||||||||||||||"23394416"|"244624527"
8|"August"||||||||||||||"23394416"|"244624523"
9|"September"||||||||||||||"23394416"|"244624533"
10|"October"||||||||||||||"23394416"|"244624532"
11|"November"||||||||||||||"23394416"|"244624531"
12|"December"||||||||||||||"23394416"|"244624524"
12|"December"|"None"||"None"|||||||||||"23394417"|"244624536"
11|"November"|"None"||"None"|||||||||||"23394417"|"244624543"
10|"October"|"None"||"None"|||||||||||"23394417"|"244624544"
9|"September"|"None"||"None"|||||||||||"23394417"|"244624545"
8|"August"|"None"||"None"|||||||||||"23394417"|"244624535"
7|"July"|"None"||"None"|||||||||||"23394417"|"244624539"
6|"June"|"None"||"None"|||||||||||"23394417"|"244624540"
5|"May"|"None"||"None"|||||||||||"23394417"|"244624542"
4|"April"|"None"||"None"|||||||||||"23394417"|"244624534"
3|"March"|"None"||"None"|||||||||||"23394417"|"244624541"
2|"February"|"None"||"None"|||||||||||"23394417"|"244624537"
